player_name,offense_points,defense_points,overall_points,total_seasons,primary_position
Vikas Chhillar,8.64720245794173,0.0,3.513081525182112,1,Raider
Vikas Jaglan,6.149399077836857,13.101196735378048,8.964917638745762,3,All Rounder
Vikas Kale,0.0,40.95851572292166,17.575818213287906,4,"Defender, right cover"
Vikas Kumar,18.876966151799586,7.565693226710756,12.47408272159384,1,Raider
Vikas Tomar,0.0,25.955835059111877,10.653336733671852,1,"Defender, right corner"
Vikash,5.300000000000001,33.57281781548893,16.389235527279585,1,All Rounder
Vikash Kandola,52.836111705444274,5.567110598945872,31.057765886525708,2,Raider
Vikash Khandola,15.846159402557682,0.0,7.991580292188385,2,Raider
Vikash Kumar,11.696723762088626,0.0,5.0038927568679705,1,Raider
Vikram Kandola,0.0,23.302830007075066,9.375332544835446,1,"Defender, left cover"
Vikrant,7.918766097770769,0.0,3.330108065124568,1,Raider
Vimal Raj V,0.7417483249851631,0.0,0.4051004140049054,1,All Rounder
Vinay,27.245985011671557,5.62313496855109,16.237078886398002,1,Raider
Vineet Sharma,10.575126761699781,9.810142881671474,8.980666122931158,4,Raider
Vinod Kumar,9.562292197421007,19.856558622182945,13.050286488636523,5,"Defender, left cover"
Vinoth Kumar,11.451034215075373,0.0,5.12241910608435,3,Raider
Vinoth Paulyas,8.47789602229013,0.0,3.4995594929268923,1,Raider
Viraj Vishnu Landge,0.0,21.153365982566456,8.967218118410502,3,"Defender, left cover"
Virender Wazir Singh,11.932730359110273,0.1709321872670624,5.247969083591585,2,Raider
Vishal,0.37465313749748597,37.14610577142032,15.821311693648424,3,All Rounder
Vishal Bhardwaj,0.08076519398428188,71.19232224214262,31.097310855209574,4,All Rounder
Vishal Mane,0.0,41.22143845332986,17.94424708090608,7,"Defender, right cover"
Vishav Chaudhary,0.44829229084973005,12.4,5.247718000350733,1,"Defender, left cover"
Vishnu Uthaman,8.200000000000001,0.15278009742048937,3.395312580973617,1,Raider
Wajid Ali,1.0704015948424346,4.7975396295592585,2.6181791997877775,1,All Rounder
Waleed Al Hasani,18.099913613349862,0.0,7.9987730334158265,1,Raider
Wasim Sajjad,0.0,45.43395189287115,19.636995391294803,1,"Defender, right corner"
Wazir Singh,32.30763246338914,8.216915660254474,20.27485989986395,4,Raider
Yatharth Deshwal,0.0,32.55332326154189,13.617535266676379,1,All Rounder
Yogesh Hooda,10.721031323774353,6.504162137503015,7.4998334820719235,4,Raider
Yong Joo Ok,0.45917124406330695,0.0,0.23786903963074285,1,All Rounder
Young Chang Ko,0.0,19.58486735053975,8.249484428924122,3,"Defender, left cover"
Ziaur Rahman,0.0,24.550038199546254,10.687223951905223,2,"Defender, left cover"
