From_Token,To_Token,Support
doordie_tackle_fail_Jaipur Pink Panthers_vs_Gujarat Giants,doordie_tackle_fail_Jaipur Pink Panthers_vs_Gujarat Giants,8
doordie_tackle_fail_Puneri Paltan_vs_Jaipur Pink Panthers,doordie_tackle_fail_Puneri Paltan_vs_Jaipur Pink Panthers,7
doordie_tackle_fail_Patna Pirates_vs_Gujarat Giants,doordie_tackle_fail_Patna Pirates_vs_Gujarat Giants,6
doordie_tackle_fail_Haryana Steelers_vs_Gujarat Giants,doordie_tackle_fail_Haryana Steelers_vs_Gujarat Giants,6
doordie_tackle_fail_Bengaluru Bulls_vs_Gujarat Giants,doordie_tackle_fail_Bengaluru Bulls_vs_Gujarat Giants,6
doordie_tackle_fail_Dabang Delhi_vs_Gujarat Giants,doordie_tackle_fail_Dabang Delhi_vs_Gujarat Giants,5
doordie_tackle_fail_Haryana Steelers_vs_Jaipur Pink Panthers,doordie_tackle_fail_Haryana Steelers_vs_Jaipur Pink Panthers,5
