From_Token,To_Token,Support
doordie_tackle_fail_Patna Pirates_vs_Bengaluru Bulls,doordie_tackle_fail_Patna Pirates_vs_Bengaluru Bulls,13
doordie_tackle_fail_Puneri Paltan_vs_Bengaluru Bulls,doordie_tackle_fail_Puneri Paltan_vs_Bengaluru Bulls,12
doordie_tackle_fail_Bengal Warriors_vs_Bengaluru Bulls,doordie_tackle_fail_Bengal Warriors_vs_Bengaluru Bulls,10
doordie_tackle_fail_Telugu Titans_vs_Bengaluru Bulls,doordie_tackle_fail_Telugu Titans_vs_Bengaluru Bulls,10
doordie_tackle_fail_Dabang Delhi_vs_Bengaluru Bulls,doordie_tackle_fail_Dabang Delhi_vs_Bengaluru Bulls,6
doordie_tackle_fail_Tamil Thalaivas_vs_Bengaluru Bulls,doordie_tackle_fail_Tamil Thalaivas_vs_Bengaluru Bulls,6
doordie_tackle_fail_U.P. Yoddha_vs_Bengaluru Bulls,doordie_tackle_fail_U.P. Yoddha_vs_Bengaluru Bulls,5
regular_tackle_fail_Puneri Paltan_vs_Dabang Delhi K.C.,regular_tackle_fail_Puneri Paltan_vs_Dabang Delhi K.C.,5
