From_Token,To_Token,Support
doordie_tackle_fail_Telugu Titans_vs_Bengal Warriors,doordie_tackle_fail_Telugu Titans_vs_Bengal Warriors,8
doordie_tackle_fail_Bengaluru Bulls_vs_Puneri Paltan,doordie_tackle_fail_Bengaluru Bulls_vs_Puneri Paltan,8
doordie_tackle_fail_Tamil Thalaivas_vs_Puneri Paltan,doordie_tackle_fail_Tamil Thalaivas_vs_Puneri Paltan,7
doordie_tackle_fail_U.P. Yoddha_vs_Bengal Warriors,doordie_tackle_fail_U.P. Yoddha_vs_Bengal Warriors,5
