From_Token,To_Token,Support
doordie_tackle_fail_Puneri Paltan_vs_Tamil Thalaivas,doordie_tackle_fail_Puneri Paltan_vs_Tamil Thalaivas,7
regular_tackle_fail_nan_vs_Tamil Thalaivas,regular_tackle_fail_nan_vs_Tamil Thalaivas,6
doordie_tackle_fail_Patna Pirates_vs_U.P. Yoddhas,doordie_tackle_fail_Patna Pirates_vs_U.P. Yoddhas,5
doordie_tackle_fail_Gujarat Giants_vs_Tamil Thalaivas,doordie_tackle_fail_Gujarat Giants_vs_Tamil Thalaivas,5
