From_Token,To_Token,Support
doordie_tackle_fail_Bengal Warriors_vs_Dabang Delhi K.C.,doordie_tackle_fail_Bengal Warriors_vs_Dabang Delhi K.C.,5
doordie_tackle_fail_U Mumba_vs_Dabang Delhi K.C.,doordie_tackle_fail_U Mumba_vs_Dabang Delhi K.C.,5
doordie_tackle_fail_Bengaluru Bulls_vs_Dabang Delhi K.C.,doordie_tackle_fail_Bengaluru Bulls_vs_Dabang Delhi K.C.,5
