From_Token,To_Token,Support
doordie_tackle_fail_U Mumba_vs_Dabang Delhi K.C.,doordie_tackle_fail_U Mumba_vs_Dabang Delhi K.C.,7
doordie_tackle_fail_Bengal Warriors_vs_Dabang Delhi K.C.,doordie_tackle_fail_Bengal Warriors_vs_Dabang Delhi K.C.,6
doordie_tackle_fail_Haryana Steelers_vs_Dabang Delhi K.C.,doordie_tackle_fail_Haryana Steelers_vs_Dabang Delhi K.C.,6
doordie_tackle_fail_Bengaluru Bulls_vs_Dabang Delhi K.C.,doordie_tackle_fail_Bengaluru Bulls_vs_Dabang Delhi K.C.,6
doordie_tackle_fail_Tamil Thalaivas_vs_Dabang Delhi K.C.,doordie_tackle_fail_Tamil Thalaivas_vs_Dabang Delhi K.C.,5
