From_Token,To_Token,Support
doordie_tackle_fail_U.P. Yoddha_vs_Bengaluru Bulls,doordie_tackle_fail_U.P. Yoddha_vs_Bengaluru Bulls,7
doordie_tackle_fail_Gujarat Giants_vs_Bengaluru Bulls,doordie_tackle_fail_Gujarat Giants_vs_Bengaluru Bulls,5
doordie_tackle_fail_Telugu Titans_vs_Bengaluru Bulls,doordie_tackle_fail_Telugu Titans_vs_Bengaluru Bulls,5
doordie_tackle_fail_Puneri Paltan_vs_Bengaluru Bulls,doordie_tackle_fail_Puneri Paltan_vs_Bengaluru Bulls,5
