player_name,team_name,season,position_name,raid_points_player,tackle_points_player,total_points,raid_points_contribution,tackle_points_contribution,total_points_contribution,do_or_die_points_contribution,successful_raids_contribution,successful_tackles_contribution,super_raids_contribution,super_tackles_contribution
Rohit Rana,Jaipur Pink Panthers,3,"Defender, left cover",1.0,1.42,18.0,0.005181347123412709,0.012136752033019213,0.04945054931469629,0.0,0.0,0.13861386001372417,0.0,0.18749998828125072
Samarjeet Singh,Jaipur Pink Panthers,3,All Rounder,2.0,1.2,8.0,0.010362694246825418,0.01025641016874863,0.021978021917642795,0.0,0.013422818701860278,0.04950495000490149,0.0,0.06249999609375024
Sonu Narwal,Jaipur Pink Panthers,3,Raider,55.0,0.0,55.0,0.284974091787699,0.0,0.15109890068379422,0.1355932180407929,0.3288590581955768,0.0,0.24999996875000394,0.0
Bajirao Hodage,Bengal Warriors,3,"Defender, right cover",0.0,2.31,37.0,0.0,0.015399999897333335,0.08043478243383743,0.0,0.0,0.26277372070968086,0.0,0.07692307100591762
Deepak Dhull,Bengal Warriors,3,"Defender, left cover",0.0,0.0,1.0,0.0,0.0,0.002173913038752363,0.0,0.0,0.007299270019713358,0.0,0.0
Deepak Kumar,Bengal Warriors,3,"Defender, left corner",0.0,1.33,4.0,0.0,0.008866666607555557,0.008695652155009451,0.0,0.0,0.02189781005914007,0.0,0.07692307100591762
Girish Maruti Ernak,Bengal Warriors,3,"Defender, left corner",1.0,3.0,34.0,0.003999999984,0.019999999866666666,0.07391304331758033,0.0,0.0,0.24087591065054081,0.0,0.0
Jang Kun Lee,Bengal Warriors,3,Raider,79.0,0.73,90.0,0.315999998736,0.004866666634222222,0.19565217348771266,0.47142856469387767,0.30046948215742025,0.06569343017742021,0.49999987500003124,0.15384614201183525
Mahendra Ganesh Rajput,Bengal Warriors,3,Raider,19.0,0.88,26.0,0.075999999696,0.005866666627555556,0.05652173900756144,0.17142856897959188,0.07981220619806476,0.03649635009856679,0.0,0.15384614201183525
Mahesh Goud,Bengal Warriors,3,Raider,33.0,0.08,34.0,0.131999999472,0.0005333333297777778,0.07391304331758033,0.17142856897959188,0.14084506976129074,0.007299270019713358,0.0,0.0
Nilesh Shinde,Bengal Warriors,3,"Defender, right corner",2.0,2.13,36.0,0.007999999968,0.014199999905333334,0.07826086939508507,0.0,0.009389671317419383,0.21897810059140074,0.0,0.3076922840236705
Nitin More,Bengal Warriors,3,"Defender, left cover",0.0,0.5,5.0,0.0,0.0033333333111111112,0.010869565193761815,0.0,0.0,0.03649635009856679,0.0,0.0
Nitin Tomar,Bengal Warriors,3,Raider,77.0,0.4,81.0,0.307999998768,0.002666666648888889,0.1760869561389414,0.07142857040816328,0.319248824792259,0.02189781005914007,0.24999993750001562,0.07692307100591762
Shrikant Jadhav,Bengal Warriors,3,Raider,10.0,0.0,10.0,0.03999999984,0.0,0.02173913038752363,0.028571428163265314,0.042253520928387224,0.0,0.0,0.0
Shyam Kumar Sah,Bengal Warriors,3,"Defender, left cover",7.0,0.71,12.0,0.027999999888,0.004733333301777777,0.026086956465028354,0.0,0.018779342634838766,0.02919708007885343,0.24999993750001562,0.07692307100591762
Umesh Mhatre,Bengal Warriors,3,Raider,14.0,0.83,19.0,0.055999999776,0.005533333296444444,0.0413043477362949,0.08571428448979594,0.05164319224580661,0.02919708007885343,0.0,0.07692307100591762
Vijin Thangadurai,Bengal Warriors,3,"Defender, right cover",0.0,0.5,2.0,0.0,0.0033333333111111112,0.004347826077504726,0.0,0.0,0.014598540039426715,0.0,0.0
Vineet Sharma,Bengal Warriors,3,Raider,8.0,0.0,9.0,0.031999999872,0.0,0.019565217348771268,0.0,0.03755868526967753,0.007299270019713358,0.0,0.0
Anup Kumar,U Mumba,3,Raider,76.0,0.23,79.0,0.300395255729663,0.001360946737509191,0.15737051761479975,0.050847456765297346,0.30582524123385807,0.018404907862546577,0.4285713673469475,0.0
Bhupender Singh,U Mumba,3,All Rounder,11.0,0.09,12.0,0.043478260697714384,0.0005325443755470747,0.02390438242250123,0.16949152255099115,0.0388349512677915,0.006134969287515526,0.0,0.0
Fazel Atrachali,U Mumba,3,"Defender, left corner",1.0,2.91,33.0,0.0039525691543376715,0.017218934809355418,0.06573705166187839,0.0,0.0,0.19631901720049683,0.0,0.0
Jeeva Kumar,U Mumba,3,"Defender, right and left cover",0.0,1.94,31.0,0.0,0.01147928987290361,0.06175298792479485,0.0,0.0,0.18404907862546577,0.0,0.16666663888889352
K. Prapanjan,U Mumba,3,Raider,2.0,0.0,2.0,0.007905138308675343,0.0,0.003984063737083539,0.016949152255099114,0.004854368908473937,0.0,0.0,0.0
Mohit Chhillar,U Mumba,3,"Defender, right corner",0.0,3.54,46.0,0.0,0.02094674543818494,0.09163346595292138,0.0,0.0,0.2699386486506831,0.0,0.33333327777778704
Pawan Kumar Kadian,U Mumba,3,Raider,6.0,0.0,6.0,0.023715414926026027,0.0,0.011952191211250615,0.050847456765297346,0.01941747563389575,0.0,0.0,0.0
Rakesh Kumar,U Mumba,3,All Rounder,33.0,1.2,51.0,0.13043478209314316,0.007100591673960996,0.10159362529563024,0.10169491353059469,0.1407766983457442,0.09815950860024841,0.0,0.33333327777778704
Rishank Devadiga,U Mumba,3,Raider,106.0,0.56,115.0,0.41897233035979314,0.0033136094478484653,0.22908366488230344,0.4915254153978743,0.4174757261287586,0.049079754300124206,0.57142848979593,0.16666663888889352
Shabeer Bappu,U Mumba,3,Raider,13.0,0.0,13.0,0.051383399006389725,0.0,0.025896414291043,0.06779660902039646,0.05339805799321331,0.0,0.0,0.0
Surender Nada,U Mumba,3,"Defender, left corner",1.0,1.86,14.0,0.0039525691543376715,0.011005917094639545,0.02788844615958477,0.0,0.0,0.07975460073770184,0.0,0.0
Suresu Kumar,U Mumba,3,Raider,2.0,0.0,2.0,0.007905138308675343,0.0,0.003984063737083539,0.016949152255099114,0.009708737816947874,0.0,0.0,0.0
Vinoth Paulyas,U Mumba,3,Raider,2.0,0.0,2.0,0.007905138308675343,0.0,0.003984063737083539,0.03389830451019823,0.009708737816947874,0.0,0.0,0.0
Vishal Mane,U Mumba,3,"Defender, right cover",0.0,1.23,16.0,0.0,0.007278106465810021,0.03187250989666831,0.0,0.0,0.09815950860024841,0.0,0.0
Amit Hooda,Patna Pirates,3,"Defender, right corner",0.0,2.75,11.0,0.0,0.015109890026868735,0.01851851848734256,0.0,0.0,0.06285714249795919,0.0,0.0
D. Suresh Kumar,Patna Pirates,3,"Defender, right cover",0.0,1.5,18.0,0.0,0.008241758196473856,0.0303030302520151,0.0,0.0,0.09142857090612246,0.0,0.285714244897965
Darshan Kadian,Patna Pirates,3,Raider,0.0,1.0,2.0,0.0,0.0054945054643159045,0.0033670033613350113,0.0,0.0,0.011428571363265307,0.0,0.0
Deepak Narwal,Patna Pirates,3,Raider,31.0,0.0,33.0,0.09567901205037342,0.0,0.055555555462027686,0.08108107998539081,0.0871369290990169,0.0057142856816326535,0.0,0.1428571224489825
Gurvinder Singh,Patna Pirates,3,Raider,4.0,0.0,6.0,0.012345678974241731,0.0,0.010101010084005034,0.01351351333089847,0.008298755152287323,0.011428571363265307,0.0,0.0
Hadi Oshtorak,Patna Pirates,3,All Rounder,0.0,1.8,18.0,0.0,0.009890109835768627,0.0303030302520151,0.0,0.0,0.09714285658775511,0.0,0.1428571224489825
Mahipal Narwal,Patna Pirates,3,All Rounder,5.0,2.0,13.0,0.015432098717802165,0.010989010928631809,0.021885521848677574,0.01351351333089847,0.012448132728430985,0.04571428545306123,0.0,0.0
Manpreet Singh,Patna Pirates,3,Raider,24.0,0.38,29.0,0.0740740738454504,0.0020879120764400435,0.048821548739357665,0.05405405332359388,0.08298755152287324,0.028571428408163266,0.0,0.0
Pardeep Narwal,Patna Pirates,3,Raider,116.0,0.31,121.0,0.3580246902530102,0.0017032966939379303,0.20370370336076818,0.33783783327246175,0.34439833881992393,0.028571428408163266,0.6249999609375024,0.0
Rajesh Mondal,Patna Pirates,3,Raider,27.0,0.0,28.0,0.0833333330761317,0.0,0.04713804705869016,0.21621621329437551,0.07468879637058591,0.0057142856816326535,0.12499999218750048,0.0
Rohit Kumar,Patna Pirates,3,Raider,102.0,0.58,109.0,0.3148148138431642,0.0031868131693032244,0.1835016831927581,0.2702702666179694,0.33195020609149295,0.039999999771428575,0.24999998437500096,0.0
Sandeep,Patna Pirates,3,"Defender, left corner",0.0,1.0,3.0,0.0,0.0054945054643159045,0.005050505042002517,0.0,0.0,0.01714285704489796,0.0,0.0
Sandeep Narwal,Patna Pirates,3,All Rounder,9.0,3.93,64.0,0.027777777692043898,0.021593406474761503,0.10774410756272036,0.0,0.03319502060914929,0.3028571411265306,0.0,0.285714244897965
Sunil,Patna Pirates,3,"Defender, left corner",1.0,1.93,30.0,0.003086419743560433,0.010604395546129694,0.05050505042002517,0.01351351333089847,0.0041493775761436615,0.1599999990857143,0.0,0.1428571224489825
Sunil Jaipal,Patna Pirates,3,Raider,4.0,0.0,4.0,0.012345678974241731,0.0,0.006734006722670023,0.0,0.016597510304574646,0.0,0.0,0.0
Tae Deok Eom,Patna Pirates,3,All Rounder,1.0,0.0,1.0,0.003086419743560433,0.0,0.0016835016806675057,0.0,0.0041493775761436615,0.0,0.0,0.0
Vinod Kumar,Patna Pirates,3,"Defender, left cover",0.0,1.78,16.0,0.0,0.00978021972648231,0.02693602689068009,0.0,0.0,0.09142857090612246,0.0,0.0
Ajay Thakur,Puneri Paltan,3,Raider,52.0,0.29,56.0,0.20717131391565213,0.0015508021307443734,0.10980392135332565,0.2758620657946889,0.20197044235482542,0.02298850561500859,0.22222219753086697,0.0
Deepak Niwas Hooda,Puneri Paltan,3,All Rounder,69.0,0.58,76.0,0.2749003973111538,0.003101604261488747,0.14901960755094196,0.24137930757035278,0.30541871770729695,0.04022988482626503,0.0,0.0
Jasmer Singh Gulia,Puneri Paltan,3,All Rounder,0.0,2.88,46.0,0.0,0.015401069436357917,0.09019607825451749,0.0,0.0,0.23563218255383803,0.0,0.3846153550295881
Manjeet Chhillar,Puneri Paltan,3,All Rounder,45.0,4.07,106.0,0.17928286781162203,0.02176470576596414,0.2078431368473664,0.06896551644867223,0.18226600895435463,0.32183907861012023,0.22222219753086697,0.3846153550295881
Nilesh Salunke,Puneri Paltan,3,Raider,10.0,0.0,10.0,0.03984063729147157,0.0,0.019607843098808152,0.06896551644867223,0.024630541750588465,0.0,0.11111109876543349,0.0
PO Surjeet Singh,Puneri Paltan,3,"Defender, right cover",1.0,4.0,49.0,0.003984063729147156,0.021390374217163773,0.09607843118415994,0.0,0.004926108350117693,0.2701149409763509,0.0,0.07692307100591762
Prashant Chavan,Puneri Paltan,3,"Defender, right corner",0.0,0.5,3.0,0.0,0.0026737967771454717,0.005882352929642445,0.0,0.0,0.01724137921125644,0.0,0.0
Ravi Kumar,Puneri Paltan,3,"Defender, right cover",0.0,0.75,9.0,0.0,0.004010695165718208,0.017647058788927337,0.0,0.0,0.04597701123001718,0.0,0.07692307100591762
Sachin Shingade,Puneri Paltan,3,"Defender, left cover",0.0,3.0,6.0,0.0,0.016042780662872833,0.01176470585928489,0.0,0.0,0.028735632018760737,0.0,0.07692307100591762
Simon Kibura,Puneri Paltan,3,Raider,2.0,0.0,2.0,0.007968127458294312,0.0,0.00392156861976163,0.01149425274144537,0.009852216700235386,0.0,0.0,0.0
Somvir Shekhar,Puneri Paltan,3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Surender Singh,Puneri Paltan,3,Raider,44.0,0.08,45.0,0.1752988040824749,0.0004278074843432755,0.08823529394463668,0.13793103289734446,0.16748768390400157,0.005747126403752147,0.22222219753086697,0.0
Tushar Patil,Puneri Paltan,3,Raider,22.0,0.0,22.0,0.08764940204123745,0.0,0.04313725481737793,0.1609195383802352,0.07881773360188309,0.0,0.22222219753086697,0.0
Yogesh Hooda,Puneri Paltan,3,Raider,6.0,0.33,8.0,0.02390438237488294,0.0017647058729160115,0.01568627447904652,0.034482758224336114,0.024630541750588465,0.011494252807504294,0.0,0.0
Ajay Singh,Bengaluru Bulls,4,"Defender, left corner",0.0,1.0,1.0,0.0,0.008064516063995839,0.0027777777700617283,0.0,0.0,0.009174311842437506,0.0,0.0
Amit Om Prakash Rathi,Bengaluru Bulls,4,Raider,4.0,0.0,4.0,0.019900497413430362,0.0,0.011111111080246913,0.050847456765297346,0.01910828013306828,0.0,0.0,0.0
Ashish Kumar,Bengaluru Bulls,4,"Defender, right cover",14.0,1.64,37.0,0.06965174094700627,0.013225806344953173,0.10277777749228395,0.08474576127549557,0.07006369382125036,0.1559633013214376,0.0,0.39999997333333515
Deepak Kumar Dahiya,Bengaluru Bulls,4,Raider,12.0,0.0,13.0,0.05970149224029109,0.0,0.03611111101080247,0.08474576127549557,0.05095541368818208,0.009174311842437506,0.24999993750001562,0.0
Jeeva Gopal,Bengaluru Bulls,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manoj Kumar,Bengaluru Bulls,4,"Defender, left cover",0.0,0.5,4.0,0.0,0.0040322580319979194,0.011111111080246913,0.0,0.0,0.036697247369750025,0.0,0.0
Mohit Chhillar,Bengaluru Bulls,4,"Defender, right corner",3.0,3.36,50.0,0.014925373060072772,0.027096773975026016,0.13888888850308642,0.0,0.00636942671102276,0.4036697210672503,0.0,0.19999998666666757
Pawan Kumar Kadian,Bengaluru Bulls,4,Raider,20.0,0.11,21.0,0.09950248706715181,0.0008870967670395422,0.0583333331712963,0.15254237029589204,0.09554140066534139,0.009174311842437506,0.0,0.0
Pawan Kumar Sehrawat,Bengaluru Bulls,4,Raider,11.0,0.0,11.0,0.0547263678869335,0.0,0.03055555547067901,0.10169491353059469,0.05095541368818208,0.0,0.0,0.0
Rahul Kumar,Bengaluru Bulls,4,"Defender, right cover",0.0,0.22,2.0,0.0,0.0017741935340790844,0.005555555540123457,0.0,0.0,0.018348623684875012,0.0,0.0
Rohit Kumar,Bengaluru Bulls,4,Raider,93.0,0.5,100.0,0.4626865648622559,0.0040322580319979194,0.27777777700617284,0.25423728382648675,0.477707003326707,0.05504587105462504,0.7499998125000469,0.06666666222222252
Sumit Singh,Bengaluru Bulls,4,Raider,7.0,0.0,9.0,0.034825870473503134,0.0,0.024999999930555555,0.03389830451019823,0.0318471335551138,0.009174311842437506,0.0,0.06666666222222252
Surender Nada,Bengaluru Bulls,4,"Defender, left corner",4.0,2.54,37.0,0.019900497413430362,0.02048387080254943,0.10277777749228395,0.0,0.01910828013306828,0.2660550434306877,0.0,0.2666666488888901
Vinod Kumar,Bengaluru Bulls,4,Raider,19.0,0.11,20.0,0.09452736271379422,0.0008870967670395422,0.055555555401234566,0.1355932180407929,0.10191082737636416,0.009174311842437506,0.0,0.0
Yogesh Hooda,Bengaluru Bulls,4,Raider,14.0,0.4,16.0,0.06965174094700627,0.0032258064255983356,0.04444444432098765,0.10169491353059469,0.07643312053227312,0.018348623684875012,0.0,0.0
Gurvinder Singh,Bengaluru Bulls,4,Raider,4.0,0.0,4.0,0.019900497413430362,0.0,0.011111111080246913,0.03389830451019823,0.02547770684409104,0.0,0.0,0.0
Anil Kumar,Dabang Delhi K.C.,4,"Defender, left corner",1.0,1.67,16.0,0.00442477874148328,0.012462686474159056,0.038186157426763345,0.01190476176303855,0.006172839468068892,0.09482758538941737,0.0,0.1999999900000005
Bhupender Singh,Dabang Delhi K.C.,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D. Gopu,Dabang Delhi K.C.,4,"Defender, right and left corner",0.0,1.4,7.0,0.0,0.010447761116061483,0.016706443874208964,0.0,0.0,0.043103447904280626,0.0,0.09999999500000024
D. Suresh Kumar,Dabang Delhi K.C.,4,"Defender, right cover",0.0,1.36,19.0,0.0,0.010149253655602585,0.04534606194428147,0.0,0.0,0.16379310203626637,0.0,0.0
Deepak Narwal,Dabang Delhi K.C.,4,Raider,13.0,0.0,13.0,0.05752212363928264,0.0,0.03102625290924522,0.0476190470521542,0.04938271574455114,0.0,0.09090908264462885,0.0
Hadi Tajik,Dabang Delhi K.C.,4,"Defender, right corner",0.0,0.0,1.0,0.0,0.0,0.002386634839172709,0.0,0.0,0.008620689580856124,0.0,0.0
Meraj Sheykh,Dabang Delhi K.C.,4,All Rounder,63.0,0.86,75.0,0.27876106071344664,0.00641791039986634,0.1789976129379532,0.2619047587868481,0.25925925765889346,0.07758620622770512,0.3636363305785154,0.14999999250000037
Prashant Chavan,Dabang Delhi K.C.,4,"Defender, right corner",0.0,1.11,10.0,0.0,0.008283582027734463,0.02386634839172709,0.0,0.0,0.08620689580856125,0.0,0.0
Prashanth Kumar Rai,Dabang Delhi K.C.,4,Raider,19.0,0.0,19.0,0.08407079608818233,0.0,0.04534606194428147,0.10714285586734695,0.0740740736168267,0.0,0.1818181652892577,0.0
Sachin Shingade,Dabang Delhi K.C.,4,"Defender, left cover",0.0,3.14,44.0,0.0,0.023432835646023616,0.1050119329235992,0.0,0.0,0.33620689365338885,0.0,0.2499999875000006
Sanket Chavan,Dabang Delhi K.C.,4,"Defender, left corner",0.0,1.83,11.0,0.0,0.013656716315994655,0.0262529832308998,0.0,0.0,0.09482758538941737,0.0,0.0
Selvamani K,Dabang Delhi K.C.,4,Raider,45.0,0.0,45.0,0.1991150433667476,0.0,0.10739856776277192,0.32142856760204086,0.20987654191434232,0.0,0.09090908264462885,0.0
Umesh Mhatre,Dabang Delhi K.C.,4,Raider,4.0,2.0,8.0,0.01769911496593312,0.014925373022944978,0.019093078713381673,0.01190476176303855,0.02469135787227557,0.025862068742568373,0.0,0.04999999750000012
Vikash Khandola,Dabang Delhi K.C.,4,Raider,3.0,0.0,3.0,0.01327433622444984,0.0,0.007159904517518128,0.03571428528911565,0.018518518404206676,0.0,0.0,0.0
Athul MS,Telugu Titans,4,Raider,8.0,0.0,8.0,0.029962546704260126,0.0,0.015810276648596293,0.052631578254847655,0.029126213450843624,0.0,0.0,0.0
K. Prapanjan,Telugu Titans,4,Raider,12.0,0.0,12.0,0.04494382005639019,0.0,0.023715414972894436,0.11842105107340722,0.048543689084739376,0.0,0.0,0.0
Nilesh Salunke,Telugu Titans,4,Raider,61.0,0.07,62.0,0.22846441861998346,0.0004320987627648225,0.12252964402662125,0.23684210214681445,0.22815533869827506,0.00636942671102276,0.1428571224489825,0.0
Rahul Chaudhari,Telugu Titans,4,Raider,146.0,0.25,150.0,0.5468164773527473,0.001543209867017223,0.29644268716118044,0.4999999934210527,0.5339805799321331,0.01910828013306828,0.857142734693895,0.199999960000008
Rupesh Tomar,Telugu Titans,4,All Rounder,0.0,1.0,3.0,0.0,0.006172839468068892,0.005928853743223609,0.0,0.0,0.01910828013306828,0.0,0.0
S Mahalingam,Telugu Titans,4,All Rounder,0.0,1.45,16.0,0.0,0.008950617228699893,0.031620553297192586,0.0,0.0,0.08917197395431864,0.0,0.399999920000016
Sagar B Krishna,Telugu Titans,4,All Rounder,0.0,0.55,6.0,0.0,0.003395061707437891,0.011857707486447218,0.0,0.0,0.03821656026613656,0.0,0.0
Sandeep Kumar Dhull,Telugu Titans,4,"Defender, left corner",0.0,2.92,35.0,0.0,0.018024691246761166,0.06916996033760878,0.0,0.0,0.2229299348857966,0.0,0.0
Sandeep Narwal,Telugu Titans,4,All Rounder,24.0,2.63,66.0,0.08988764011278037,0.016234567801021185,0.1304347823509194,0.0,0.09708737816947875,0.2547770684409104,0.0,0.399999920000016
Sukesh Hegde,Telugu Titans,4,Raider,7.0,0.0,7.0,0.02621722836622761,0.0,0.013833992067521755,0.06578947281855957,0.024271844542369688,0.0,0.0,0.0
Vinod Kumar,Telugu Titans,4,"Defender, left cover",0.0,2.5,30.0,0.0,0.01543209867017223,0.05928853743223609,0.0,0.0,0.19108280133068278,0.0,0.0
Vinoth Kumar,Telugu Titans,4,Raider,8.0,0.0,8.0,0.029962546704260126,0.0,0.015810276648596293,0.026315789127423828,0.033980582359317564,0.0,0.0,0.0
Vishal Bhardwaj,Telugu Titans,4,All Rounder,1.0,3.0,7.0,0.0037453183380325157,0.018518518404206676,0.013833992067521755,0.0,0.004854368908473937,0.03821656026613656,0.0,0.0
Ajay Kumar,Jaipur Pink Panthers,4,Raider,61.0,0.0,61.0,0.22592592508916323,0.0,0.12842105236121884,0.4499999943750001,0.21674876740517848,0.0,0.16666663888889352,0.0
Amit Hooda,Jaipur Pink Panthers,4,"Defender, right corner",2.0,3.19,53.0,0.007407407379972565,0.023629629454595336,0.111578947133518,0.0,0.0,0.3949579798743027,0.0,0.23529410380622917
Amit Nagar,Jaipur Pink Panthers,4,Raider,2.0,0.0,2.0,0.007407407379972565,0.0,0.0042105263069252075,0.0,0.004926108350117693,0.0,0.0,0.0
Jasvir Singh,Jaipur Pink Panthers,4,Raider,82.0,0.43,88.0,0.3037037025788752,0.003185185161591221,0.18526315750470915,0.21249999734375005,0.31527093440753234,0.03361344509568533,0.0,0.11764705190311459
Jawahar Dagar,Jaipur Pink Panthers,4,Raider,0.0,0.33,2.0,0.0,0.002444444426337449,0.0042105263069252075,0.0,0.0,0.016806722547842667,0.0,0.0
Mahipal Narwal,Jaipur Pink Panthers,4,All Rounder,13.0,0.64,22.0,0.04814814796982168,0.004740740705624143,0.04631578937617729,0.04999999937500001,0.03940886680094154,0.05882352891744934,0.16666663888889352,0.11764705190311459
Parveen Narwal,Jaipur Pink Panthers,4,All Rounder,1.0,0.0,1.0,0.0037037036899862825,0.0,0.0021052631534626037,0.0,0.004926108350117693,0.0,0.0,0.0
Parvesh Bhainswal,Jaipur Pink Panthers,4,"Defender, left cover",0.0,0.43,3.0,0.0,0.003185185161591221,0.006315789460387812,0.0,0.0,0.025210083821764002,0.0,0.0
Rajesh Narwal,Jaipur Pink Panthers,4,All Rounder,66.0,1.19,85.0,0.24444444353909467,0.008814814749519891,0.17894736804432132,0.18749999765625003,0.25615763420612003,0.15126050293058402,0.49999991666668053,0.05882352595155729
Ran Singh,Jaipur Pink Panthers,4,All Rounder,5.0,1.75,33.0,0.018518518449931413,0.012962962866941015,0.06947368406426593,0.0,0.01970443340047077,0.22689075439587603,0.0,0.05882352595155729
Rohit Rana,Jaipur Pink Panthers,4,"Defender, left cover",0.0,0.6,3.0,0.0,0.004444444411522634,0.006315789460387812,0.0,0.0,0.025210083821764002,0.0,0.0
Shabeer Bappu,Jaipur Pink Panthers,4,Raider,24.0,0.92,35.0,0.08888888855967078,0.0068148147643347055,0.07368421037119113,0.024999999687500003,0.08866995030211847,0.050420167643528004,0.16666663888889352,0.2941176297577865
Shrikant Tewthia,Jaipur Pink Panthers,4,All Rounder,0.0,0.0,2.0,0.0,0.0,0.0042105263069252075,0.0,0.0,0.008403361273921333,0.0,0.05882352595155729
Tushar Patil,Jaipur Pink Panthers,4,Raider,14.0,0.13,15.0,0.051851851659807956,0.0009629629558299041,0.03157894730193906,0.07499999906250002,0.05418719185129462,0.008403361273921333,0.0,0.0
Amit Singh Chhillar,Bengal Warriors,4,"Defender, left corner",0.0,1.44,13.0,0.0,0.01151999990784,0.034391534300551495,0.0,0.0,0.11111111016144351,0.0,0.0
C. Arun,Bengal Warriors,4,"Defender, left cover",0.0,1.07,15.0,0.0,0.00855999993152,0.03968253957755942,0.0,0.0,0.1196581186354007,0.0,0.12499998437500197
Girish Maruti Ernak,Bengal Warriors,4,"Defender, left corner",0.0,2.08,25.0,0.0,0.01663999986688,0.06613756596259904,0.0,0.0,0.19658119490101544,0.0,0.24999996875000394
Jang Kun Lee,Bengal Warriors,4,Raider,61.0,0.36,65.0,0.30198019652485053,0.00287999997696,0.17195767150275748,0.20967741597294492,0.2934131718957295,0.03418803389582877,0.49999987500003124,0.0
Mahendra Ganesh Rajput,Bengal Warriors,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monu Goyat,Bengal Warriors,4,Raider,59.0,0.31,63.0,0.2920792064748554,0.00247999998016,0.16666666622574955,0.29032257596253913,0.31137724364444763,0.025641025421871577,0.0,0.12499998437500197
Nilesh Shinde,Bengal Warriors,4,"Defender, right corner",2.0,2.17,28.0,0.009900990049995098,0.01735999986112,0.07407407387811092,0.0,0.005988023916239378,0.22222222032288702,0.0,0.0
Nitin Madane,Bengal Warriors,4,Raider,51.0,0.15,53.0,0.252475246274875,0.0011999999904,0.14021163984070995,0.35483870395421446,0.25748502839829324,0.008547008473957193,0.24999993750001562,0.12499998437500197
Ravi Dalal,Bengal Warriors,4,Raider,13.0,0.0,13.0,0.06435643532496814,0.0,0.034391534300551495,0.11290322398543187,0.047904191329915025,0.0,0.24999993750001562,0.0
Ravi Kumar,Bengal Warriors,4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ravindra Ramesh Kumawat,Bengal Warriors,4,All Rounder,2.0,0.0,3.0,0.009900990049995098,0.0,0.007936507915511884,0.0,0.011976047832478756,0.008547008473957193,0.0,0.0
Shrikant Jadhav,Bengal Warriors,4,Raider,7.0,0.0,7.0,0.03465346517498285,0.0,0.01851851846952773,0.0,0.03592814349743627,0.0,0.0,0.0
Surjeet Narwal,Bengal Warriors,4,Raider,7.0,0.8,11.0,0.03465346517498285,0.006399999948800001,0.029100529023543573,0.03225806399583768,0.03592814349743627,0.03418803389582877,0.0,0.0
Vishal Mane,Bengal Warriors,4,"Defender, right cover",0.0,2.21,31.0,0.0,0.017679999858560003,0.0820105817936228,0.0,0.0,0.2393162372708014,0.0,0.3749999531250059
Anup Kumar,U Mumba,4,Raider,72.0,0.71,82.0,0.31718061534281666,0.005867768546547367,0.20551378394608075,0.0714285697278912,0.31914893447261206,0.08181818107438017,0.24999993750001562,0.09090908264462885
Jeeva Kumar,U Mumba,4,"Defender, right and left cover",0.0,1.86,26.0,0.0,0.01537190069940578,0.06516290710485487,0.0,0.0,0.21818181619834712,0.0,0.1818181652892577
Manoj Dhull,U Mumba,4,"Defender, right corner",0.0,0.0,1.0,0.0,0.0,0.0025062656578790335,0.0,0.0,0.009090909008264463,0.0,0.0
Nitin Kumar,U Mumba,4,All Rounder,1.0,0.0,1.0,0.004405286324205787,0.0,0.0025062656578790335,0.0238095232426304,0.0053191489078768675,0.0,0.0,0.0
PO Surjeet Singh,U Mumba,4,"Defender, right cover",0.0,2.64,37.0,0.0,0.02181818163786627,0.09273182934152424,0.0,0.0,0.2999999972727273,0.0,0.3636363305785154
Rakesh Kumar,U Mumba,4,All Rounder,44.0,1.86,70.0,0.19383259826505464,0.01537190069940578,0.17543859605153234,0.0238095232426304,0.2127659563150747,0.20909090719008266,0.24999993750001562,0.2727272479338866
Rishank Devadiga,U Mumba,4,Raider,70.0,0.0,70.0,0.3083700426944051,0.0,0.17543859605153234,0.4523809416099776,0.30319148774898147,0.0,0.49999987500003124,0.0
Sunil,U Mumba,4,"Defender, left corner",1.0,1.6,17.0,0.004405286324205787,0.013223140386585617,0.042606516183943566,0.0,0.0,0.13636363512396696,0.0,0.09090908264462885
Surender Singh,U Mumba,4,Raider,9.0,0.18,11.0,0.03964757691785208,0.0014876032934908819,0.027568922236669367,0.0952380929705216,0.037234042355138074,0.018181818016528926,0.0,0.0
Suresu Kumar,U Mumba,4,Raider,20.0,0.27,23.0,0.08810572648411574,0.002231404940236323,0.05764411013121777,0.2857142789115648,0.07978723361815301,0.02727272702479339,0.0,0.0
Vikash Kumar,U Mumba,4,Raider,6.0,0.0,6.0,0.026431717945234724,0.0,0.0150375939472742,0.0,0.02127659563150747,0.0,0.0,0.0
Abolfazl Maghsodloumahali,Patna Pirates,4,Raider,25.0,0.0,25.0,0.09469696933826906,0.0,0.05081300802680283,0.12328766954400452,0.08737864035253087,0.0,0.285714244897965,0.0
