pattern,support,gain
doordie_unknown_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_zero||doordie_unknown_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_zero,10,9.0
doordie_unknown_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_zero||doordie_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_single,10,9.0
regular_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_single||regular_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_single,7,6.0
doordie_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_single||doordie_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_single,6,5.0
doordie_unknown_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_zero,28,-1.0
doordie_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_single,23,-1.0
empty_unknown_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_zero,13,-1.0
regular_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_single,12,-1.0
bonus_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_null_early_zero,10,-1.0
doordie_success_U.P._Yoddha_vs_Jaipur_Pink_Panthers_none_early_high,7,-1.0
