pattern,support,gain
doordie_unknown_U.P._Yoddha_vs_Haryana_Steelers_none_early_zero||doordie_success_U.P._Yoddha_vs_Haryana_Steelers_none_early_single,12,11.0
doordie_success_U.P._Yoddha_vs_Haryana_Steelers_none_early_single||doordie_unknown_U.P._Yoddha_vs_Haryana_Steelers_none_early_zero,10,9.0
doordie_success_U.P._Yoddha_vs_Haryana_Steelers_none_early_single||doordie_success_U.P._Yoddha_vs_Haryana_Steelers_none_early_single,8,7.0
doordie_unknown_U.P._Yoddha_vs_Haryana_Steelers_none_early_zero||doordie_unknown_U.P._Yoddha_vs_Haryana_Steelers_none_early_zero,7,6.0
doordie_unknown_U.P._Yoddha_vs_Haryana_Steelers_none_early_zero,26,-1.0
doordie_success_U.P._Yoddha_vs_Haryana_Steelers_none_early_single,25,-1.0
doordie_success_Bengal_Warriors_vs_Haryana_Steelers_none_early_single,10,-1.0
doordie_unknown_Bengal_Warriors_vs_Haryana_Steelers_none_early_zero,9,-1.0
bonus_success_U.P._Yoddha_vs_Haryana_Steelers_right_cover_early_zero,6,-1.0
empty_unknown_U_Mumba_vs_Haryana_Steelers_none_early_zero,6,-1.0
