pattern,support,gain
doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single||doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single||doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single,5,9.0
doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single||doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single||doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single||doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single,3,8.0
doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single||doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single,8,7.0
doordie_unknown_U.P._Yoddha_vs_Bengal_Warriors_none_early_zero||doordie_unknown_U.P._Yoddha_vs_Bengal_Warriors_none_early_zero,3,2.0
doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single||bonus_success_U.P._Yoddha_vs_Bengal_Warriors_null_early_zero,2,1.0
doordie_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_single,14,-1.0
doordie_unknown_U.P._Yoddha_vs_Bengal_Warriors_none_early_zero,6,-1.0
bonus_success_U.P._Yoddha_vs_Bengal_Warriors_null_early_zero,4,-1.0
empty_unknown_U.P._Yoddha_vs_Bengal_Warriors_none_early_zero,2,-1.0
bonus_success_U.P._Yoddha_vs_Bengal_Warriors_none_early_zero,2,-1.0
