raider,opponent,n_events,success_rate,avg_points_per_raid,doordie_success_count,bonus_success_count,top_patterns
Monu,Puneri Paltan,103,0.5922330097087378,0.3786407766990291,34,25,"[{""pattern"": ""doordie_unknown_Dabang_Delhi_vs_Puneri_Paltan_none_early_zero > doordie_unknown_Dabang_Delhi_vs_Puneri_Paltan_none_early_zero"", ""support"": 16, ""gain"": 15.0}, {""pattern"": ""doordie_unknown_Dabang_Delhi_vs_Puneri_Paltan_none_early_zero > doordie_unknown_Dabang_Delhi_vs_Puneri_Paltan_none_early_zero > doordie_unknown_Dabang_Delhi_vs_Puneri_Paltan_none_early_zero"", ""support"": 8, ""gain"": 15.0}, {""pattern"": ""doordie_success_Dabang_Delhi_vs_Puneri_Paltan_none_early_single > doordie_unknown_Dabang_Delhi_vs_Puneri_Paltan_none_early_zero"", ""support"": 11, ""gain"": 10.0}, {""pattern"": ""doordie_success_Dabang_Delhi_vs_Puneri_Paltan_none_early_single > doordie_success_Dabang_Delhi_vs_Puneri_Paltan_none_early_single"", ""support"": 10, ""gain"": 9.0}, {""pattern"": ""doordie_unknown_Dabang_Delhi_vs_Puneri_Paltan_none_early_zero > bonus_success_Dabang_Delhi_vs_Puneri_Paltan_unknown_early_zero"", ""support"": 8, ""gain"": 7.0}]"
Monu,Tamil Thalaivas,24,0.25,0.20833333333333334,5,1,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_Tamil_Thalaivas_none_early_zero > doordie_unknown_Patna_Pirates_vs_Tamil_Thalaivas_none_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_success_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_single > doordie_unknown_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_zero > doordie_unknown_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_zero"", ""support"": 2, ""gain"": 3.0}, {""pattern"": ""doordie_success_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_single > doordie_unknown_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_zero"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_unknown_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_zero > doordie_unknown_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_zero"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_unknown_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_zero > doordie_success_Dabang_Delhi_vs_Tamil_Thalaivas_none_early_single"", ""support"": 2, ""gain"": 1.0}]"
Monu,U Mumba,26,0.2692307692307692,0.19230769230769232,3,4,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero > doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero > doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero"", ""support"": 5, ""gain"": 9.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero > doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero > doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero > doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero"", ""support"": 3, ""gain"": 8.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero > doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero"", ""support"": 8, ""gain"": 7.0}, {""pattern"": ""doordie_unknown_Dabang_Delhi_vs_U_Mumba_none_early_zero > doordie_unknown_Dabang_Delhi_vs_U_Mumba_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero"", ""support"": 11, ""gain"": -1.0}]"
Monu Goyat,Bengal Warriors,64,0.59375,0.546875,25,9,"[{""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Bengal_Warriors_none_early_zero > doordie_unknown_Haryana_Steelers_vs_Bengal_Warriors_none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Bengal_Warriors_none_early_zero > doordie_success_Patna_Pirates_vs_Bengal_Warriors_none_early_single"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Bengal_Warriors_none_early_single > doordie_success_Haryana_Steelers_vs_Bengal_Warriors_none_early_single"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Bengal_Warriors_none_early_single"", ""support"": 10, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Bengal_Warriors_none_early_zero"", ""support"": 10, ""gain"": -1.0}]"
Monu Goyat,Bengaluru Bulls,58,0.6379310344827587,0.41379310344827586,17,14,"[{""pattern"": ""doordie_unknown_U.P._Yoddha_vs_Bengaluru_Bulls_none_early_zero > doordie_unknown_U.P._Yoddha_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_U.P._Yoddha_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 8, ""gain"": -1.0}, {""pattern"": ""doordie_success_U.P._Yoddha_vs_Bengaluru_Bulls_none_early_single"", ""support"": 5, ""gain"": -1.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Bengaluru_Bulls_none_early_single"", ""support"": 5, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 4, ""gain"": -1.0}]"
Monu Goyat,Dabang Delhi K.C.,84,0.6547619047619048,0.5357142857142857,39,15,"[{""pattern"": ""doordie_success_U.P._Yoddha_vs_Dabang_Delhi_K.C._none_early_single > doordie_success_U.P._Yoddha_vs_Dabang_Delhi_K.C._none_early_single"", ""support"": 10, ""gain"": 9.0}, {""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Dabang_Delhi_K.C._none_early_zero > doordie_unknown_Haryana_Steelers_vs_Dabang_Delhi_K.C._none_early_zero"", ""support"": 7, ""gain"": 6.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Dabang_Delhi_K.C._none_early_single > doordie_unknown_Haryana_Steelers_vs_Dabang_Delhi_K.C._none_early_zero"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""bonus_success_Haryana_Steelers_vs_Dabang_Delhi_K.C._unknown_early_zero > doordie_unknown_Haryana_Steelers_vs_Dabang_Delhi_K.C._none_early_zero"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Dabang_Delhi_K.C._none_early_single > doordie_success_Haryana_Steelers_vs_Dabang_Delhi_K.C._none_early_single"", ""support"": 6, ""gain"": 5.0}]"
Monu Goyat,Gujarat Giants,66,0.6515151515151515,0.3939393939393939,22,20,"[{""pattern"": ""doordie_success_Haryana_Steelers_vs_Gujarat_Giants_none_early_single > doordie_success_Haryana_Steelers_vs_Gujarat_Giants_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Gujarat_Giants_none_early_single > doordie_unknown_Haryana_Steelers_vs_Gujarat_Giants_none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Gujarat_Giants_none_early_zero > doordie_success_Haryana_Steelers_vs_Gujarat_Giants_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Gujarat_Giants_none_early_single"", ""support"": 18, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Gujarat_Giants_none_early_zero"", ""support"": 12, ""gain"": -1.0}]"
Monu Goyat,Haryana Steelers,43,0.5581395348837209,0.4418604651162791,12,10,"[{""pattern"": ""doordie_success_Patna_Pirates_vs_Haryana_Steelers_none_early_single > doordie_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_unknown_Telugu_Titans_vs_Haryana_Steelers_none_early_zero > doordie_unknown_Telugu_Titans_vs_Haryana_Steelers_none_early_zero"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_unknown_U.P._Yoddha_vs_Haryana_Steelers_none_early_zero"", ""support"": 6, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Telugu_Titans_vs_Haryana_Steelers_none_early_zero"", ""support"": 6, ""gain"": -1.0}, {""pattern"": ""doordie_success_Patna_Pirates_vs_Haryana_Steelers_none_early_single"", ""support"": 5, ""gain"": -1.0}]"
Monu Goyat,Jaipur Pink Panthers,70,0.6857142857142857,0.32857142857142857,20,27,"[{""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_success_Haryana_Steelers_vs_Jaipur_Pink_Panthers_none_early_single"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 11, ""gain"": -1.0}, {""pattern"": ""doordie_success_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_single"", ""support"": 9, ""gain"": -1.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Jaipur_Pink_Panthers_none_early_single"", ""support"": 8, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 5, ""gain"": -1.0}]"
Monu Goyat,Patna Pirates,27,0.6296296296296297,0.4444444444444444,9,7,"[{""pattern"": ""bonus_success_U.P._Yoddha_vs_Patna_Pirates_null_early_zero > doordie_success_U.P._Yoddha_vs_Patna_Pirates_none_early_single"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_unknown_Telugu_Titans_vs_Patna_Pirates_none_early_zero > doordie_success_Telugu_Titans_vs_Patna_Pirates_none_early_single"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_success_Telugu_Titans_vs_Patna_Pirates_none_early_single > doordie_unknown_Telugu_Titans_vs_Patna_Pirates_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_unknown_Telugu_Titans_vs_Patna_Pirates_none_early_zero > doordie_unknown_Telugu_Titans_vs_Patna_Pirates_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_unknown_Telugu_Titans_vs_Patna_Pirates_none_early_zero > bonus_success_Telugu_Titans_vs_Patna_Pirates_null_early_zero"", ""support"": 2, ""gain"": 1.0}]"
Monu Goyat,Puneri Paltan,73,0.6301369863013698,0.3013698630136986,22,24,"[{""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Puneri_Paltan_none_early_zero > doordie_success_Haryana_Steelers_vs_Puneri_Paltan_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Puneri_Paltan_none_early_single > doordie_success_Haryana_Steelers_vs_Puneri_Paltan_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Puneri_Paltan_none_early_single > doordie_unknown_Haryana_Steelers_vs_Puneri_Paltan_none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Puneri_Paltan_none_early_single"", ""support"": 15, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Haryana_Steelers_vs_Puneri_Paltan_none_early_zero"", ""support"": 11, ""gain"": -1.0}]"
Monu Goyat,Tamil Thalaivas,57,0.8070175438596491,0.5614035087719298,27,17,"[{""pattern"": ""doordie_success_Patna_Pirates_vs_Tamil_Thalaivas_none_early_single > doordie_success_Patna_Pirates_vs_Tamil_Thalaivas_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Tamil_Thalaivas_none_early_single > doordie_success_Haryana_Steelers_vs_Tamil_Thalaivas_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Tamil_Thalaivas_none_early_zero > doordie_success_Patna_Pirates_vs_Tamil_Thalaivas_none_early_single"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_success_Patna_Pirates_vs_Tamil_Thalaivas_none_early_single"", ""support"": 12, ""gain"": -1.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Tamil_Thalaivas_none_early_single"", ""support"": 9, ""gain"": -1.0}]"
Monu Goyat,Telugu Titans,60,0.65,0.38333333333333336,20,18,"[{""pattern"": ""doordie_unknown_U.P._Yoddha_vs_Telugu_Titans_none_early_zero > doordie_unknown_U.P._Yoddha_vs_Telugu_Titans_none_early_zero > doordie_unknown_U.P._Yoddha_vs_Telugu_Titans_none_early_zero"", ""support"": 4, ""gain"": 7.0}, {""pattern"": ""doordie_unknown_U.P._Yoddha_vs_Telugu_Titans_none_early_zero > doordie_unknown_U.P._Yoddha_vs_Telugu_Titans_none_early_zero"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_U.P._Yoddha_vs_Telugu_Titans_none_early_zero"", ""support"": 11, ""gain"": -1.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_Telugu_Titans_none_early_single"", ""support"": 9, ""gain"": -1.0}, {""pattern"": ""doordie_success_U.P._Yoddha_vs_Telugu_Titans_none_early_single"", ""support"": 5, ""gain"": -1.0}]"
Monu Goyat,U Mumba,70,0.6142857142857143,0.4,22,19,"[{""pattern"": ""doordie_unknown_U.P._Yoddha_vs_U_Mumba_none_early_zero > doordie_unknown_U.P._Yoddha_vs_U_Mumba_none_early_zero"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_unknown_Haryana_Steelers_vs_U_Mumba_none_early_zero"", ""support"": 12, ""gain"": -1.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_U_Mumba_none_early_single"", ""support"": 11, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_U.P._Yoddha_vs_U_Mumba_none_early_zero"", ""support"": 7, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_U_Mumba_none_early_zero"", ""support"": 7, ""gain"": -1.0}]"
Monu Goyat,U.P. Yoddha,29,0.6896551724137931,0.4827586206896552,13,7,"[{""pattern"": ""doordie_success_Haryana_Steelers_vs_U.P._Yoddha_none_early_single > doordie_success_Haryana_Steelers_vs_U.P._Yoddha_none_early_single > doordie_success_Haryana_Steelers_vs_U.P._Yoddha_none_early_single"", ""support"": 3, ""gain"": 5.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_U.P._Yoddha_none_early_single > doordie_success_Haryana_Steelers_vs_U.P._Yoddha_none_early_single"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_Haryana_Steelers_vs_U.P._Yoddha_none_early_zero > doordie_success_Haryana_Steelers_vs_U.P._Yoddha_none_early_single"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_success_Haryana_Steelers_vs_U.P._Yoddha_none_early_single"", ""support"": 8, ""gain"": -1.0}, {""pattern"": ""doordie_success_Patna_Pirates_vs_U.P._Yoddha_none_early_single"", ""support"": 4, ""gain"": -1.0}]"
Moolchand Marko,Bengal Warriorz,12,0.5,0.25,0,3,"[{""pattern"": ""empty_unknown_nan_vs_Bengal_Warriorz_none_early_zero > bonus_success_nan_vs_Bengal_Warriorz_unknown_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""empty_unknown_nan_vs_Bengal_Warriorz_none_early_zero > regular_success_nan_vs_Bengal_Warriorz_none_early_single"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""regular_success_nan_vs_Bengal_Warriorz_none_early_single > empty_unknown_nan_vs_Bengal_Warriorz_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""empty_unknown_nan_vs_Bengal_Warriorz_none_early_zero > empty_unknown_nan_vs_Bengal_Warriorz_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""bonus_success_nan_vs_Bengal_Warriorz_unknown_early_zero > empty_unknown_nan_vs_Bengal_Warriorz_none_early_zero"", ""support"": 1, ""gain"": 0.0}]"
More GB,Dabang Delhi K.C.,25,0.6,0.28,6,9,"[{""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._none_early_zero"", ""support"": 3, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""bonus_success_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._unknown_early_zero > bonus_success_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._unknown_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._none_early_zero > bonus_success_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._unknown_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""bonus_success_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._unknown_early_zero > doordie_success_Bengaluru_Bulls_vs_Dabang_Delhi_K.C._none_early_single"", ""support"": 2, ""gain"": 1.0}]"
More GB,Gujarat Fortunegiants,99,0.5353535353535354,0.3838383838383838,33,19,"[{""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero"", ""support"": 20, ""gain"": 19.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_single > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero"", ""support"": 8, ""gain"": 15.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_single > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero"", ""support"": 15, ""gain"": 14.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero"", ""support"": 7, ""gain"": 13.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_zero > doordie_success_Bengaluru_Bulls_vs_Gujarat_Fortunegiants_none_early_single"", ""support"": 12, ""gain"": 11.0}]"
More GB,Gujarat Giants,10,0.0,0.0,0,0,"[{""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero"", ""support"": 7, ""gain"": 20.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero"", ""support"": 8, ""gain"": 15.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero"", ""support"": 9, ""gain"": 8.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Gujarat_Giants_none_early_zero"", ""support"": 10, ""gain"": -1.0}]"
More GB,Haryana Steelers,32,0.46875,0.3125,10,5,"[{""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero"", ""support"": 8, ""gain"": 7.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero > doordie_success_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_single > doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero"", ""support"": 4, ""gain"": 7.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero"", ""support"": 4, ""gain"": 7.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero > doordie_success_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_single"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_single > doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Haryana_Steelers_none_early_zero"", ""support"": 3, ""gain"": 5.0}]"
More GB,Jaipur Pink Panthers,41,0.4878048780487805,0.1951219512195122,8,12,"[{""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 6, ""gain"": 17.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 7, ""gain"": 13.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 10, ""gain"": 9.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero > bonus_success_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_raider_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_success_Bengaluru_Bulls_vs_Jaipur_Pink_Panthers_none_early_single"", ""support"": 3, ""gain"": 2.0}]"
More GB,Patna Pirates,17,0.8235294117647058,0.6470588235294118,8,6,"[{""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Patna_Pirates_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Patna_Pirates_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Patna_Pirates_none_early_zero > bonus_success_Bengaluru_Bulls_vs_Patna_Pirates_null_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Patna_Pirates_none_early_single"", ""support"": 5, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Patna_Pirates_none_early_zero"", ""support"": 3, ""gain"": -1.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Patna_Pirates_none_early_high"", ""support"": 3, ""gain"": -1.0}]"
More GB,Puneri Paltan,86,0.6046511627906976,0.43023255813953487,32,19,"[{""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_single > doordie_success_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_single"", ""support"": 13, ""gain"": 12.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_zero"", ""support"": 13, ""gain"": 12.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_zero"", ""support"": 5, ""gain"": 9.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_zero > doordie_success_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_single"", ""support"": 9, ""gain"": 8.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_single > doordie_unknown_Bengaluru_Bulls_vs_Puneri_Paltan_none_early_zero"", ""support"": 7, ""gain"": 6.0}]"
More GB,Telugu Titans,10,0.7,0.8,5,2,"[{""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Telugu_Titans_none_early_high > doordie_success_Bengaluru_Bulls_vs_Telugu_Titans_none_early_single"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Telugu_Titans_none_early_single > bonus_success_Bengaluru_Bulls_vs_Telugu_Titans_null_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""bonus_success_Bengaluru_Bulls_vs_Telugu_Titans_null_early_zero > bonus_success_Bengaluru_Bulls_vs_Telugu_Titans_left_cover_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""bonus_success_Bengaluru_Bulls_vs_Telugu_Titans_left_cover_early_zero > doordie_success_Bengaluru_Bulls_vs_Telugu_Titans_none_early_high"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Telugu_Titans_none_early_single"", ""support"": 3, ""gain"": -1.0}]"
More GB,U Mumba,29,0.4482758620689655,0.1724137931034483,5,8,"[{""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_U_Mumba_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_U_Mumba_none_early_zero"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_U_Mumba_none_early_zero > doordie_unknown_Bengaluru_Bulls_vs_U_Mumba_none_early_zero > doordie_success_Bengaluru_Bulls_vs_U_Mumba_none_early_single"", ""support"": 3, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_U_Mumba_none_early_zero > doordie_success_Bengaluru_Bulls_vs_U_Mumba_none_early_single > doordie_unknown_Bengaluru_Bulls_vs_U_Mumba_none_early_zero"", ""support"": 3, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_Bengaluru_Bulls_vs_U_Mumba_none_early_zero > doordie_success_Bengaluru_Bulls_vs_U_Mumba_none_early_single"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_U_Mumba_none_early_single > doordie_unknown_Bengaluru_Bulls_vs_U_Mumba_none_early_zero"", ""support"": 4, ""gain"": 3.0}]"
