raider,opponent,n_events,success_rate,avg_points_per_raid,doordie_success_count,bonus_success_count,top_patterns
Ganesha Hanamantagol,Telugu Titans,10,0.6,0.8,2,1,"[{""pattern"": ""regular_success_nan_vs_Telugu_Titans_none_early_high > empty_unknown_nan_vs_Telugu_Titans_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""empty_unknown_nan_vs_Telugu_Titans_none_early_zero > empty_unknown_nan_vs_Telugu_Titans_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""empty_unknown_nan_vs_Telugu_Titans_none_early_zero > regular_success_nan_vs_Telugu_Titans_none_early_single"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""regular_success_nan_vs_Telugu_Titans_none_early_single > doordie_success_nan_vs_Telugu_Titans_none_early_high"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""empty_unknown_nan_vs_Telugu_Titans_none_early_zero"", ""support"": 4, ""gain"": -1.0}]"
Ghanshyam Magar,Haryana Steelers,45,0.6444444444444445,0.4444444444444444,2,14,"[{""pattern"": ""empty_unknown_nan_vs_Haryana_Steelers_none_early_zero > empty_unknown_nan_vs_Haryana_Steelers_none_early_zero"", ""support"": 8, ""gain"": 7.0}, {""pattern"": ""empty_unknown_nan_vs_Haryana_Steelers_none_early_zero > empty_unknown_nan_vs_Haryana_Steelers_none_early_zero > empty_unknown_nan_vs_Haryana_Steelers_none_early_zero"", ""support"": 4, ""gain"": 7.0}, {""pattern"": ""regular_success_nan_vs_Haryana_Steelers_none_early_single > bonus_success_nan_vs_Haryana_Steelers_unknown_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""bonus_success_nan_vs_Haryana_Steelers_unknown_early_zero > empty_unknown_nan_vs_Haryana_Steelers_none_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""empty_unknown_nan_vs_Haryana_Steelers_none_early_zero > regular_success_nan_vs_Haryana_Steelers_none_early_single"", ""support"": 3, ""gain"": 2.0}]"
Ghanshyam Magar,U Mumba,10,0.5,0.5,1,1,"[{""pattern"": ""empty_unknown_nan_vs_U_Mumba_none_early_zero > empty_unknown_nan_vs_U_Mumba_none_early_zero > regular_success_nan_vs_U_Mumba_none_early_single"", ""support"": 2, ""gain"": 3.0}, {""pattern"": ""empty_unknown_nan_vs_U_Mumba_none_early_zero > empty_unknown_nan_vs_U_Mumba_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""empty_unknown_nan_vs_U_Mumba_none_early_zero > regular_success_nan_vs_U_Mumba_none_early_single"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""bonus_success_nan_vs_U_Mumba_none_early_zero > empty_unknown_nan_vs_U_Mumba_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""regular_success_nan_vs_U_Mumba_none_early_single > regular_success_nan_vs_U_Mumba_none_early_single"", ""support"": 1, ""gain"": 0.0}]"
Gulveer Singh,U.P. Yoddhas,24,0.5416666666666666,0.20833333333333334,0,9,"[{""pattern"": ""empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero > empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero > empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero > empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero"", ""support"": 5, ""gain"": 14.0}, {""pattern"": ""empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero > empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero > empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero"", ""support"": 6, ""gain"": 11.0}, {""pattern"": ""empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero > empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero"", ""support"": 7, ""gain"": 6.0}, {""pattern"": ""bonus_success_U.P._Yoddha_vs_U.P._Yoddhas_unknown_early_zero > bonus_success_U.P._Yoddha_vs_U.P._Yoddhas_unknown_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""bonus_success_U.P._Yoddha_vs_U.P._Yoddhas_unknown_early_zero > empty_unknown_U.P._Yoddha_vs_U.P._Yoddhas_none_early_zero"", ""support"": 2, ""gain"": 1.0}]"
Guman Singh,Bengal Warriors,43,0.5581395348837209,0.46511627906976744,13,10,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_Bengal_Warriors_none_early_zero > doordie_unknown_Patna_Pirates_vs_Bengal_Warriors_none_early_zero"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Bengal_Warriors_none_early_zero > bonus_success_U_Mumba_vs_Bengal_Warriors_null_early_zero > doordie_unknown_U_Mumba_vs_Bengal_Warriors_none_early_zero"", ""support"": 3, ""gain"": 5.0}, {""pattern"": ""bonus_success_U_Mumba_vs_Bengal_Warriors_null_early_zero > doordie_unknown_U_Mumba_vs_Bengal_Warriors_none_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_success_U_Mumba_vs_Bengal_Warriors_none_early_single > bonus_success_U_Mumba_vs_Bengal_Warriors_null_early_zero"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Bengal_Warriors_none_early_zero > bonus_success_U_Mumba_vs_Bengal_Warriors_null_early_zero"", ""support"": 3, ""gain"": 2.0}]"
Guman Singh,Bengal Warriorz,18,0.7777777777777778,0.6111111111111112,0,5,"[{""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_none_early_single"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_none_early_single > bonus_success_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_unknown_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_unknown_early_zero > regular_success_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_none_early_single"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_unknown_early_zero > empty_unknown_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_Bengal_Warriorz_none_early_single"", ""support"": 7, ""gain"": -1.0}]"
Guman Singh,Bengaluru Bulls,56,0.6428571428571429,0.4107142857142857,15,15,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_Bengaluru_Bulls_none_early_zero > doordie_success_Patna_Pirates_vs_Bengaluru_Bulls_none_early_single"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 7, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 6, ""gain"": -1.0}, {""pattern"": ""doordie_success_U_Mumba_vs_Bengaluru_Bulls_none_early_single"", ""support"": 6, ""gain"": -1.0}, {""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_Bengaluru_Bulls_unknown_early_zero"", ""support"": 6, ""gain"": -1.0}]"
Guman Singh,Dabang Delhi K.C.,71,0.6338028169014085,0.4225352112676056,18,20,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_Dabang_Delhi_K.C._none_early_zero > doordie_unknown_Patna_Pirates_vs_Dabang_Delhi_K.C._none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Dabang_Delhi_K.C._none_early_zero > doordie_success_Patna_Pirates_vs_Dabang_Delhi_K.C._none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Dabang_Delhi_K.C._none_early_zero"", ""support"": 12, ""gain"": -1.0}, {""pattern"": ""bonus_success_U_Mumba_vs_Dabang_Delhi_K.C._unknown_early_zero"", ""support"": 11, ""gain"": -1.0}, {""pattern"": ""doordie_success_Patna_Pirates_vs_Dabang_Delhi_K.C._none_early_single"", ""support"": 9, ""gain"": -1.0}]"
Guman Singh,Gujarat Giants,262,0.6908396946564885,0.5114503816793893,31,66,"[{""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_Gujarat_Giants_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_Gujarat_Giants_none_early_single"", ""support"": 28, ""gain"": 27.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_Gujarat_Giants_none_early_zero > regular_success_Jaipur_Pink_Panthers_vs_Gujarat_Giants_none_early_single"", ""support"": 17, ""gain"": 16.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_Gujarat_Giants_none_early_zero > bonus_success_Jaipur_Pink_Panthers_vs_Gujarat_Giants_unknown_early_zero"", ""support"": 17, ""gain"": 16.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_Gujarat_Giants_none_early_zero > empty_unknown_Jaipur_Pink_Panthers_vs_Gujarat_Giants_none_early_zero"", ""support"": 15, ""gain"": 14.0}, {""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_Gujarat_Giants_unknown_early_zero > regular_success_Jaipur_Pink_Panthers_vs_Gujarat_Giants_none_early_single"", ""support"": 15, ""gain"": 14.0}]"
Guman Singh,Haryana Steelers,80,0.6,0.4,14,19,"[{""pattern"": ""doordie_success_U_Mumba_vs_Haryana_Steelers_none_early_single > doordie_unknown_U_Mumba_vs_Haryana_Steelers_none_early_zero"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_Haryana_Steelers_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_Haryana_Steelers_none_early_single"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Haryana_Steelers_none_early_zero > doordie_success_U_Mumba_vs_Haryana_Steelers_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Haryana_Steelers_none_early_zero > doordie_unknown_U_Mumba_vs_Haryana_Steelers_none_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Haryana_Steelers_none_early_zero"", ""support"": 13, ""gain"": -1.0}]"
Guman Singh,Jaipur Pink Panthers,27,0.7407407407407407,0.5185185185185185,12,8,"[{""pattern"": ""bonus_success_U_Mumba_vs_Jaipur_Pink_Panthers_null_early_zero > doordie_unknown_U_Mumba_vs_Jaipur_Pink_Panthers_none_early_zero > bonus_success_U_Mumba_vs_Jaipur_Pink_Panthers_null_early_zero > doordie_unknown_U_Mumba_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 3, ""gain"": 8.0}, {""pattern"": ""bonus_success_U_Mumba_vs_Jaipur_Pink_Panthers_null_early_zero > doordie_unknown_U_Mumba_vs_Jaipur_Pink_Panthers_none_early_zero > bonus_success_U_Mumba_vs_Jaipur_Pink_Panthers_null_early_zero"", ""support"": 3, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Jaipur_Pink_Panthers_none_early_zero > bonus_success_U_Mumba_vs_Jaipur_Pink_Panthers_null_early_zero > doordie_unknown_U_Mumba_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 3, ""gain"": 5.0}, {""pattern"": ""bonus_success_U_Mumba_vs_Jaipur_Pink_Panthers_null_early_zero > doordie_unknown_U_Mumba_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_success_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_single > doordie_success_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_single"", ""support"": 4, ""gain"": 3.0}]"
Guman Singh,Patna Pirates,41,0.6341463414634146,0.5365853658536586,9,9,"[{""pattern"": ""doordie_success_U_Mumba_vs_Patna_Pirates_none_early_single > doordie_unknown_U_Mumba_vs_Patna_Pirates_none_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_Patna_Pirates_none_early_zero > regular_success_Jaipur_Pink_Panthers_vs_Patna_Pirates_none_early_single"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Patna_Pirates_none_early_zero > doordie_success_U_Mumba_vs_Patna_Pirates_none_early_single"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_Patna_Pirates_unknown_early_zero > empty_unknown_Jaipur_Pink_Panthers_vs_Patna_Pirates_none_early_zero"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Patna_Pirates_none_early_zero"", ""support"": 9, ""gain"": -1.0}]"
Guman Singh,Puneri Paltan,82,0.7439024390243902,0.5853658536585366,26,21,"[{""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_Puneri_Paltan_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_Puneri_Paltan_none_early_single"", ""support"": 7, ""gain"": 6.0}, {""pattern"": ""doordie_success_U_Mumba_vs_Puneri_Paltan_none_early_single > doordie_unknown_U_Mumba_vs_Puneri_Paltan_none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_Puneri_Paltan_null_early_zero > regular_success_Jaipur_Pink_Panthers_vs_Puneri_Paltan_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_Puneri_Paltan_none_early_single"", ""support"": 13, ""gain"": -1.0}, {""pattern"": ""doordie_success_U_Mumba_vs_Puneri_Paltan_none_early_single"", ""support"": 12, ""gain"": -1.0}]"
Guman Singh,Tamil Thalaivas,70,0.6428571428571429,0.4714285714285714,17,16,"[{""pattern"": ""doordie_unknown_U_Mumba_vs_Tamil_Thalaivas_none_early_zero > doordie_unknown_U_Mumba_vs_Tamil_Thalaivas_none_early_zero"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_Tamil_Thalaivas_null_early_zero > regular_success_Jaipur_Pink_Panthers_vs_Tamil_Thalaivas_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Tamil_Thalaivas_none_early_zero > doordie_success_U_Mumba_vs_Tamil_Thalaivas_none_early_single"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_success_U_Mumba_vs_Tamil_Thalaivas_none_early_single > doordie_success_U_Mumba_vs_Tamil_Thalaivas_none_early_single"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_Tamil_Thalaivas_none_early_zero"", ""support"": 14, ""gain"": -1.0}]"
Guman Singh,Telugu Titans,79,0.5569620253164557,0.46835443037974683,13,15,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_Telugu_Titans_none_early_zero > doordie_unknown_Patna_Pirates_vs_Telugu_Titans_none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_Telugu_Titans_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_Telugu_Titans_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_Telugu_Titans_none_early_zero > regular_success_Jaipur_Pink_Panthers_vs_Telugu_Titans_none_early_single"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_Telugu_Titans_none_early_zero > empty_unknown_Jaipur_Pink_Panthers_vs_Telugu_Titans_none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_Telugu_Titans_none_early_zero"", ""support"": 16, ""gain"": -1.0}]"
Guman Singh,U Mumba,228,0.7543859649122807,0.5701754385964912,17,58,"[{""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_single"", ""support"": 34, ""gain"": 33.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_single"", ""support"": 13, ""gain"": 25.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_zero > regular_success_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_single"", ""support"": 21, ""gain"": 20.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_single > bonus_success_Jaipur_Pink_Panthers_vs_U_Mumba_unknown_early_zero"", ""support"": 19, ""gain"": 18.0}, {""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_U_Mumba_unknown_early_zero > regular_success_Jaipur_Pink_Panthers_vs_U_Mumba_none_early_single"", ""support"": 19, ""gain"": 18.0}]"
Guman Singh,U.P. Yoddha,36,0.4444444444444444,0.3055555555555556,10,6,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_U.P._Yoddha_none_early_zero > doordie_unknown_Patna_Pirates_vs_U.P._Yoddha_none_early_zero"", ""support"": 9, ""gain"": 8.0}, {""pattern"": ""doordie_success_Patna_Pirates_vs_U.P._Yoddha_none_early_single > doordie_unknown_Patna_Pirates_vs_U.P._Yoddha_none_early_zero"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_U.P._Yoddha_none_early_zero > doordie_success_Patna_Pirates_vs_U.P._Yoddha_none_early_single"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_U.P._Yoddha_none_early_zero > doordie_unknown_Patna_Pirates_vs_U.P._Yoddha_none_early_zero > doordie_unknown_Patna_Pirates_vs_U.P._Yoddha_none_early_zero"", ""support"": 3, ""gain"": 5.0}, {""pattern"": ""doordie_success_Patna_Pirates_vs_U.P._Yoddha_none_early_single > doordie_unknown_Patna_Pirates_vs_U.P._Yoddha_none_early_zero > doordie_success_Patna_Pirates_vs_U.P._Yoddha_none_early_single"", ""support"": 3, ""gain"": 5.0}]"
Guman Singh,U.P. Yoddhas,34,0.5588235294117647,0.4117647058823529,12,6,"[{""pattern"": ""doordie_unknown_U_Mumba_vs_U.P._Yoddhas_none_early_zero > doordie_success_U_Mumba_vs_U.P._Yoddhas_none_early_single > doordie_unknown_U_Mumba_vs_U.P._Yoddhas_none_early_zero"", ""support"": 4, ""gain"": 7.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_U.P._Yoddhas_none_early_zero > doordie_success_U_Mumba_vs_U.P._Yoddhas_none_early_single"", ""support"": 6, ""gain"": 5.0}, {""pattern"": ""doordie_success_U_Mumba_vs_U.P._Yoddhas_none_early_single > doordie_unknown_U_Mumba_vs_U.P._Yoddhas_none_early_zero"", ""support"": 5, ""gain"": 4.0}, {""pattern"": ""bonus_success_U_Mumba_vs_U.P._Yoddhas_unknown_early_zero > doordie_unknown_U_Mumba_vs_U.P._Yoddhas_none_early_zero"", ""support"": 4, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_U_Mumba_vs_U.P._Yoddhas_none_early_zero > doordie_unknown_U_Mumba_vs_U.P._Yoddhas_none_early_zero"", ""support"": 4, ""gain"": 3.0}]"
Guman Singh,UP Yoddhas,111,0.6576576576576577,0.40540540540540543,3,33,"[{""pattern"": ""bonus_success_Jaipur_Pink_Panthers_vs_UP_Yoddhas_unknown_early_zero > empty_unknown_Jaipur_Pink_Panthers_vs_UP_Yoddhas_none_early_zero"", ""support"": 13, ""gain"": 12.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_UP_Yoddhas_none_early_zero > regular_success_Jaipur_Pink_Panthers_vs_UP_Yoddhas_none_early_single"", ""support"": 12, ""gain"": 11.0}, {""pattern"": ""empty_unknown_Jaipur_Pink_Panthers_vs_UP_Yoddhas_none_early_zero > bonus_success_Jaipur_Pink_Panthers_vs_UP_Yoddhas_unknown_early_zero"", ""support"": 12, ""gain"": 11.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_UP_Yoddhas_none_early_single > empty_unknown_Jaipur_Pink_Panthers_vs_UP_Yoddhas_none_early_zero"", ""support"": 11, ""gain"": 10.0}, {""pattern"": ""regular_success_Jaipur_Pink_Panthers_vs_UP_Yoddhas_none_early_single > regular_success_Jaipur_Pink_Panthers_vs_UP_Yoddhas_none_early_single"", ""support"": 10, ""gain"": 9.0}]"
Hadi Oshtorak,Bengaluru Bulls,14,0.35714285714285715,0.21428571428571427,2,3,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_Bengaluru_Bulls_none_early_zero > doordie_unknown_Patna_Pirates_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_unknown_Gujarat_Giants_vs_Bengaluru_Bulls_none_early_zero > doordie_unknown_Gujarat_Giants_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 3, ""gain"": -1.0}, {""pattern"": ""doordie_unknown_Gujarat_Giants_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 3, ""gain"": -1.0}, {""pattern"": ""regular_unknown_Patna_Pirates_vs_Bengaluru_Bulls_none_early_zero"", ""support"": 2, ""gain"": -1.0}]"
Hadi Oshtorak,Haryana Steelers,11,0.18181818181818182,0.18181818181818182,1,1,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero > doordie_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero > regular_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""regular_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero > doordie_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero > regular_unknown_Gujarat_Giants_vs_Haryana_Steelers_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Haryana_Steelers_none_early_zero"", ""support"": 4, ""gain"": -1.0}]"
Hadi Oshtorak,Jaipur Pink Panthers,10,0.3,0.2,2,1,"[{""pattern"": ""doordie_unknown_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 2, ""gain"": 3.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""bonus_success_Patna_Pirates_vs_Jaipur_Pink_Panthers_right_corner_early_zero > doordie_unknown_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_unknown_Patna_Pirates_vs_Jaipur_Pink_Panthers_none_early_zero > doordie_unknown_Gujarat_Giants_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_unknown_Gujarat_Giants_vs_Jaipur_Pink_Panthers_none_early_zero > regular_unknown_Gujarat_Giants_vs_Jaipur_Pink_Panthers_none_early_zero"", ""support"": 1, ""gain"": 0.0}]"
Harish,Gujarat Giants,13,0.6153846153846154,0.46153846153846156,1,4,"[{""pattern"": ""bonus_success_nan_vs_Gujarat_Giants_unknown_early_zero > empty_unknown_nan_vs_Gujarat_Giants_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""empty_unknown_nan_vs_Gujarat_Giants_none_early_zero > regular_success_nan_vs_Gujarat_Giants_none_early_high"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""regular_success_nan_vs_Gujarat_Giants_none_early_high > bonus_success_nan_vs_Gujarat_Giants_unknown_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""empty_unknown_nan_vs_Gujarat_Giants_none_early_zero > bonus_success_nan_vs_Gujarat_Giants_unknown_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""empty_unknown_nan_vs_Gujarat_Giants_none_early_zero"", ""support"": 5, ""gain"": -1.0}]"
Harish Kamatchi,5 Raids,10,0.5,0.3,1,2,"[{""pattern"": ""empty_unknown_nan_vs_5_Raids_none_early_zero > bonus_success_nan_vs_5_Raids_unknown_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""empty_unknown_nan_vs_5_Raids_none_early_zero > empty_unknown_nan_vs_5_Raids_none_early_zero"", ""support"": 2, ""gain"": 1.0}, {""pattern"": ""regular_success_nan_vs_5_Raids_none_late_single > empty_unknown_nan_vs_5_Raids_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""bonus_success_nan_vs_5_Raids_unknown_early_zero > empty_unknown_nan_vs_5_Raids_none_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""empty_unknown_nan_vs_5_Raids_none_early_zero > doordie_success_nan_vs_5_Raids_none_early_single"", ""support"": 1, ""gain"": 0.0}]"
Harish Naik,Bengal Warriors,15,0.8666666666666667,0.6666666666666666,8,5,"[{""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Bengal_Warriors_none_early_single > doordie_success_Bengaluru_Bulls_vs_Bengal_Warriors_none_early_single"", ""support"": 3, ""gain"": 2.0}, {""pattern"": ""bonus_success_Bengaluru_Bulls_vs_Bengal_Warriors_unknown_early_zero > doordie_success_Bengaluru_Bulls_vs_Bengal_Warriors_none_early_high"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Bengal_Warriors_none_early_high > doordie_success_Bengaluru_Bulls_vs_Bengal_Warriors_none_early_single"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Bengal_Warriors_none_early_single > bonus_success_Bengaluru_Bulls_vs_Bengal_Warriors_unknown_early_zero"", ""support"": 1, ""gain"": 0.0}, {""pattern"": ""doordie_success_Bengaluru_Bulls_vs_Bengal_Warriors_none_early_single"", ""support"": 6, ""gain"": -1.0}]"
