pattern,support,gain
empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero||empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero||empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero,13,25.0
empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero||empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero,23,22.0
regular_success_Puneri_Paltan_vs_Patna_Pirates_none_early_single||empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero||empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero,8,15.0
regular_success_Puneri_Paltan_vs_Patna_Pirates_none_early_single||empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero,12,11.0
empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero||regular_success_Puneri_Paltan_vs_Patna_Pirates_none_early_single,11,10.0
doordie_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero||doordie_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero,7,6.0
empty_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero,42,-1.0
regular_success_Puneri_Paltan_vs_Patna_Pirates_none_early_single,22,-1.0
doordie_unknown_Puneri_Paltan_vs_Patna_Pirates_none_early_zero,16,-1.0
doordie_success_Puneri_Paltan_vs_Patna_Pirates_none_early_single,13,-1.0
