pattern,support,gain
doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single||doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single,50,49.0
doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single||doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single||doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single,23,45.0
doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single||doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single||doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single||doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single,12,35.0
bonus_success_U_Mumba_vs_Telugu_Titans_unknown_early_zero||doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single,23,22.0
doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single||doordie_unknown_U_Mumba_vs_Telugu_Titans_none_early_zero,19,18.0
doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single||bonus_success_U_Mumba_vs_Telugu_Titans_unknown_early_zero,17,16.0
doordie_success_U_Mumba_vs_Telugu_Titans_none_early_single,102,-1.0
bonus_success_U_Mumba_vs_Telugu_Titans_unknown_early_zero,45,-1.0
doordie_unknown_U_Mumba_vs_Telugu_Titans_none_early_zero,37,-1.0
bonus_success_U_Mumba_vs_Telugu_Titans_null_early_zero,13,-1.0
