pattern,support,gain
doordie_unknown_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_zero||doordie_unknown_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_zero,10,9.0
doordie_unknown_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_zero||doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_single,10,9.0
doordie_unknown_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_zero||doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_single||doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_single,5,9.0
doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_single||doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_single,9,8.0
doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_single||doordie_unknown_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_zero,9,8.0
doordie_unknown_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_zero||doordie_unknown_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_zero||doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_single,4,7.0
doordie_unknown_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_zero,25,-1.0
doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_single,23,-1.0
bonus_success_U.P._Yoddha_vs_Tamil_Thalaivas_null_early_zero,5,-1.0
doordie_success_U.P._Yoddha_vs_Tamil_Thalaivas_none_early_high,4,-1.0
