pattern,support,gain
empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero||empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero||empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero,11,21.0
empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero||empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero,21,20.0
empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero||empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero||bonus_success_U.P._Yoddha_vs_UP_Yoddhas_unknown_early_zero,8,15.0
empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero||bonus_success_U.P._Yoddha_vs_UP_Yoddhas_unknown_early_zero||empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero,7,13.0
empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero||bonus_success_U.P._Yoddha_vs_UP_Yoddhas_unknown_early_zero,11,10.0
bonus_success_U.P._Yoddha_vs_UP_Yoddhas_unknown_early_zero||empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero,11,10.0
regular_success_U.P._Yoddha_vs_UP_Yoddhas_none_early_single||regular_success_U.P._Yoddha_vs_UP_Yoddhas_none_early_single,11,10.0
empty_unknown_U.P._Yoddha_vs_UP_Yoddhas_none_early_zero,40,-1.0
regular_success_U.P._Yoddha_vs_UP_Yoddhas_none_early_single,22,-1.0
bonus_success_U.P._Yoddha_vs_UP_Yoddhas_unknown_early_zero,19,-1.0
