Unnamed: 0,match_id,match_number,date,start_time,result,player_id_of_the_match,player_name_of_the_match,series_id,series_name,status,toss_winner,toss_selection,venue_id,venue_name,home_team_id,home_team_name,season
108,1700,Match 16,7/29/2019,19:30,Patna Pirates beat Tamil Thalaivas (24-23),81.0,81.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,6,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,Tamil Thalaivas,6
109,1701,Match 17,7/29/2019,20:30,Bengal Warriors beat Puneri Paltan (43-23),143.0,143.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,4,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Bengal Warriors,5
110,1702,Match 18,7/31/2019,19:30,Jaipur Pink Panthers beat Haryana Steelers (37-21),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,28,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Jaipur Pink Panthers,4
111,1703,Match 19,7/31/2019,20:30,U.P. Yoddha beat U Mumba (27-23),388.0,388.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,30,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",5.0,U Mumba,5
112,1704,Match 20,8/1/2019,19:30,Gujarat Fortunegiants beat Dabang Delhi K.C. (31-26),2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,2,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,Gujarat Fortunegiants,7
113,1705,Match 21,8/2/2019,19:30,Match Tied,2026.0,2026.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,30,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,,2
114,1706,Match 22,8/2/2019,20:30,U Mumba beat Gujarat Fortunegiants (32-20),2028.0,2028.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,5,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",5.0,U Mumba,6
115,1707,Match 23,8/3/2019,19:30,Jaipur Pink Panthers beat Patna Pirates (34-21),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,6,Choice of court :Right,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,5
116,1708,Match 24,8/3/2019,20:30,Bengaluru Bulls beat Bengal Warriors (43-42),318.0,318.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,1,Choice of court :Left,6,"Patliputra Sports Complex, Patna",,Bengaluru Bulls,6
117,1709,Match 25,8/4/2019,19:30,Tamil Thalaivas beat Haryana Steelers (35-28),81.0,81.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,28,Choice of court :Right,6,"Patliputra Sports Complex, Patna",,Tamil Thalaivas,2
118,171,Match 50,2/28/2016,20:00,U Mumba beat Jaipur Pink Panthers (35-21),94.0,94.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,3,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Jaipur Pink Panthers,1
119,1710,Match 26,8/4/2019,20:30,Puneri Paltan beat Patna Pirates (41-20),2661.0,2661.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,7,Choice of court :Left,6,"Patliputra Sports Complex, Patna",,Patna Pirates,7
120,1711,Match 27,8/5/2019,19:30,Dabang Delhi K.C. beat Jaipur Pink Panthers (35-24),2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,2,Choice of court :Right,6,"Patliputra Sports Complex, Patna",,Dabang Delhi K.C.,3
121,1712,Match 28,8/5/2019,20:30,Puneri Paltan beat Gujarat Fortunegiants (33-31),757.0,757.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,31,Choice of court :Right,6,"Patliputra Sports Complex, Patna",,Puneri Paltan,5
122,1713,Match 29,8/7/2019,19:30,Match Tied,,,49,"Pro Kabaddi League Season 7, 2019",Full Time,29,Choice of court :Left,6,"Patliputra Sports Complex, Patna",,,7
123,1714,Match 30,8/7/2019,20:30,Haryana Steelers beat Patna Pirates (35-26),240.0,240.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,28,Choice of court :Left,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,5
124,1715,Match 31,8/8/2019,19:30,Bengaluru Bulls beat Telugu Titans (47-26),318.0,318.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,8,Choice of court :Right,6,"Patliputra Sports Complex, Patna",,Bengaluru Bulls,4
125,1716,Match 32,8/9/2019,19:30,Bengal Warriors beat U Mumba (32-30),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,5,Choice of court :Left,6,"Patliputra Sports Complex, Patna",,Bengal Warriors,6
126,1717,Match 33,8/9/2019,20:30,Patna Pirates beat U.P. Yoddha (41-20),197.0,197.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,30,Choice of court :Left,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,3
127,1718,Match 34,8/10/2019,19:30,Tamil Thalaivas beat Gujarat Fortunegiants (34-28),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,29,Choice of court :Right,11,"EKA Arena by TransStadia, Ahmedabad",31.0,Gujarat Fortunegiants,5
128,1719,Match 35,8/10/2019,20:30,Dabang Delhi K.C. beat Puneri Paltan (32-30),2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,7,Choice of court :Left,11,"EKA Arena by TransStadia, Ahmedabad",,Puneri Paltan,6
129,172,Match 51,2/28/2016,21:00,Telugu Titans beat Patna Pirates (42-41),197.0,197.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,6,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Telugu Titans,7
130,1720,Match 36,8/11/2019,19:30,Haryana Steelers beat Bengaluru Bulls (33-30),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,1,Choice of court :Left,11,"EKA Arena by TransStadia, Ahmedabad",,Bengaluru Bulls,3
131,1721,Match 37,8/11/2019,20:30,Telugu Titans beat Gujarat Fortunegiants (30-24),2026.0,2026.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,31,Choice of court :Left,11,"EKA Arena by TransStadia, Ahmedabad",31.0,Gujarat Fortunegiants,1
132,1722,Match 38,8/12/2019,19:30,Match Tied,,,49,"Pro Kabaddi League Season 7, 2019",Full Time,4,Choice of court :Right,11,"EKA Arena by TransStadia, Ahmedabad",,,1
133,1723,Match 39,8/12/2019,20:30,U.P. Yoddha beat Bengaluru Bulls (35-33),318.0,318.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,1,Choice of court :Right,11,"EKA Arena by TransStadia, Ahmedabad",,Bengaluru Bulls,7
134,1724,Match 40,8/14/2019,19:30,Haryana Steelers beat U.P. Yoddha (36-33),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,30,Choice of court :Left,11,"EKA Arena by TransStadia, Ahmedabad",,U.P. Yoddha,4
135,1725,Match 41,8/14/2019,20:30,Bengal Warriors beat Gujarat Fortunegiants (28-26),219.0,219.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,4,Choice of court :Right,11,"EKA Arena by TransStadia, Ahmedabad",31.0,Gujarat Fortunegiants,3
136,1726,Match 42,8/15/2019,19:30,Jaipur Pink Panthers beat Puneri Paltan (33-25),41.0,41.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,3,Choice of court :Left,11,"EKA Arena by TransStadia, Ahmedabad",,Puneri Paltan,6
137,1727,Match 43,8/16/2019,19:30,U Mumba beat Patna Pirates (34-30),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,5,Choice of court :Left,11,"EKA Arena by TransStadia, Ahmedabad",,U Mumba,3
138,1728,Match 44,8/16/2019,20:30,Jaipur Pink Panthers beat Gujarat Fortunegiants (22-19),41.0,41.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,31,Choice of court :Left,11,"EKA Arena by TransStadia, Ahmedabad",31.0,Gujarat Fortunegiants,1
139,1729,Match 45,8/17/2019,19:30,Bengaluru Bulls beat Tamil Thalaivas (32-21),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,29,Choice of court :Left,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29.0,Tamil Thalaivas,4
140,173,Match 52,2/29/2016,20:00,U Mumba beat Puneri Paltan (30-27),88.0,88.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,5,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,Puneri Paltan,3
141,1730,Match 46,8/17/2019,20:30,Match Tied,2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,2,Choice of court :Right,16,"Jawaharlal Nehru Indoor Stadium, Chennai",,,6
142,1731,Match 47,8/18/2019,19:30,Telugu Titans beat Haryana Steelers (40-29),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,8,Choice of court :Right,16,"Jawaharlal Nehru Indoor Stadium, Chennai",,Haryana Steelers,3
143,1732,Match 48,8/18/2019,20:30,Match Tied,81.0,81.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,7,Choice of court :Right,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29.0,Tamil Thalaivas,4
144,1733,Match 49,8/19/2019,19:30,Haryana Steelers beat U Mumba (30-27),366.0,366.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,28,Choice of court :Right,16,"Jawaharlal Nehru Indoor Stadium, Chennai",,U Mumba,5
145,1734,Match 50,8/19/2019,20:30,U.P. Yoddha beat Jaipur Pink Panthers (31-24),41.0,41.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,30,Choice of court :Left,16,"Jawaharlal Nehru Indoor Stadium, Chennai",,U.P. Yoddha,1
146,1735,Match 51,8/21/2019,19:30,Puneri Paltan beat Bengaluru Bulls (31-23),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,1,Choice of court :Right,16,"Jawaharlal Nehru Indoor Stadium, Chennai",,Puneri Paltan,3
147,1736,Match 52,8/21/2019,20:30,Jaipur Pink Panthers beat Tamil Thalaivas (28-26),293.0,293.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,29,Choice of court :Left,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29.0,Tamil Thalaivas,2
148,1737,Match 53,8/22/2019,19:30,Bengal Warriors beat Patna Pirates (35-26),143.0,143.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,6,Choice of court :Right,16,"Jawaharlal Nehru Indoor Stadium, Chennai",,Patna Pirates,4
149,1738,Match 54,8/23/2019,19:30,Gujarat Fortunegiants beat Patna Pirates (29-26),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,31,Choice of court :Left,16,"Jawaharlal Nehru Indoor Stadium, Chennai",,Gujarat Fortunegiants,2
150,1739,Match 55,8/23/2019,20:30,U Mumba beat Tamil Thalaivas (29-24),376.0,376.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,29,Choice of court :Left,16,"Jawaharlal Nehru Indoor Stadium, Chennai",29.0,Tamil Thalaivas,5
151,174,Match 53,3/1/2016,20:00,Bengal Warriors beat Bengaluru Bulls (26-22),174.0,174.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,4,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,Bengaluru Bulls,1
152,1740,Match 56,8/24/2019,19:30,Dabang Delhi K.C. beat Bengaluru Bulls (33-31),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,2,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,6
153,1741,Match 57,8/24/2019,20:30,Telugu Titans beat Jaipur Pink Panthers (24-21),2475.0,2475.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,3,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",,Jaipur Pink Panthers,6
154,1742,Match 58,8/25/2019,19:30,Bengaluru Bulls beat Jaipur Pink Panthers (41-30),326.0,326.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,1,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",,Bengaluru Bulls,1
155,1743,Match 59,8/25/2019,20:30,Dabang Delhi K.C. beat U.P. Yoddha (36-27),2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,30,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,7
156,1744,Match 60,8/26/2019,19:30,Haryana Steelers beat Bengal Warriors (36-33),143.0,143.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,4,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",,Haryana Steelers,7
157,1745,Match 61,8/26/2019,20:30,U.P. Yoddha beat Puneri Paltan (35-30),106.0,106.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,7,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",,U.P. Yoddha,1
158,1746,Match 62,8/28/2019,19:30,Haryana Steelers beat Gujarat Fortunegiants (41-25),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,28,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",,Haryana Steelers,2
159,1747,Match 63,8/28/2019,20:30,Dabang Delhi K.C. beat U Mumba (40-24),2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,5,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,7
160,1748,Match 64,8/29/2019,19:30,Bengal Warriors beat Tamil Thalaivas (35-26),219.0,219.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,4,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",,Tamil Thalaivas,2
161,1749,Match 65,8/30/2019,19:30,Puneri Paltan beat Telugu Titans (34-27),763.0,763.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,7,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",,Telugu Titans,5
162,175,Match 54,3/1/2016,21:00,U Mumba beat Telugu Titans (38-22),94.0,94.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,8,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,Telugu Titans,6
163,1750,Match 66,8/30/2019,20:30,Dabang Delhi K.C. beat Patna Pirates (38-35),2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,6,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,1
164,1751,Match 67,8/31/2019,19:30,Gujarat Fortunegiants beat Bengaluru Bulls (32-23),757.0,757.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,1,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",1.0,Bengaluru Bulls,1
165,1752,Match 68,8/31/2019,20:30,U Mumba beat Jaipur Pink Panthers (47-21),2028.0,2028.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,3,Choice of court :Right,1,"Sree Kanteerava Stadium, Bengaluru",,U Mumba,5
166,1753,Match 69,9/1/2019,19:30,U.P. Yoddha beat Bengal Warriors (32-29),106.0,106.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,4,Choice of court :Right,1,"Sree Kanteerava Stadium, Bengaluru",,Bengal Warriors,6
167,1754,Match 70,9/1/2019,20:30,Bengaluru Bulls beat Tamil Thalaivas (33-27),318.0,318.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,1,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",1.0,Bengaluru Bulls,6
168,1755,Match 71,9/2/2019,19:30,Haryana Steelers beat Puneri Paltan (41-27),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,28,Choice of court :Right,1,"Sree Kanteerava Stadium, Bengaluru",,Haryana Steelers,5
169,1756,Match 72,9/2/2019,20:30,Telugu Titans beat Tamil Thalaivas (35-30),2508.0,2508.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,29,Choice of court :Right,1,"Sree Kanteerava Stadium, Bengaluru",,Tamil Thalaivas,3
170,1757,Match 73,9/4/2019,19:30,Dabang Delhi K.C. beat Jaipur Pink Panthers (46-44),2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,2,Choice of court :Right,1,"Sree Kanteerava Stadium, Bengaluru",,Dabang Delhi K.C.,3
171,1758,Match 74,9/4/2019,20:30,Bengaluru Bulls beat Patna Pirates (40-39),318.0,318.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,1,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",1.0,Bengaluru Bulls,2
172,1759,Match 75,9/5/2019,19:30,Match Tied,2028.0,2028.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,7,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",,,3
173,176,Match 55,3/2/2016,20:00,Puneri Paltan beat Bengal Warriors (43-19),41.0,41.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,7,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,Puneri Paltan,2
174,1760,Match 76,9/6/2019,19:30,U.P. Yoddha beat Patna Pirates (41-29),197.0,197.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,6,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",,U.P. Yoddha,4
175,1761,Match 77,9/6/2019,20:30,Bengaluru Bulls beat Telugu Titans (40-39),2026.0,2026.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,8,Choice of court :Right,1,"Sree Kanteerava Stadium, Bengaluru",1.0,Bengaluru Bulls,5
176,1762,Match 78,9/7/2019,19:30,Match Tied,143.0,143.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,31,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4.0,Bengal Warriors,7
177,1763,Match 79,9/7/2019,20:30,Haryana Steelers beat Dabang Delhi K.C. (47-25),155.0,155.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,28,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Haryana Steelers,5
178,1764,Match 80,9/8/2019,19:30,Dabang Delhi K.C. beat Tamil Thalaivas (50-34),2296.0,2296.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,2,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Tamil Thalaivas,2
179,1765,Match 81,9/8/2019,20:30,Bengal Warriors beat Puneri Paltan (42-39),2661.0,2661.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,7,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4.0,Bengal Warriors,7
180,1766,Match 82,9/9/2019,19:30,U.P. Yoddha beat Gujarat Fortunegiants (33-26),,,49,"Pro Kabaddi League Season 7, 2019",Full Time,30,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Gujarat Fortunegiants,5
181,1767,Match 83,9/9/2019,20:30,Patna Pirates beat Tamil Thalaivas (51-25),197.0,197.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,6,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Tamil Thalaivas,5
182,1768,Match 84,9/11/2019,19:30,Match Tied,41.0,41.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,3,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,,7
183,1769,Match 85,9/11/2019,20:30,Bengal Warriors beat U Mumba (29-26),2024.0,2024.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,4,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4.0,Bengal Warriors,3
184,177,Match 56,3/2/2016,21:00,U Mumba beat Dabang Delhi (36-20),29.0,29.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,2,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Dabang Delhi,6
185,1770,Match 86,9/12/2019,19:30,Patna Pirates beat Jaipur Pink Panthers (36-33),197.0,197.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,6,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Jaipur Pink Panthers,1
186,1771,Match 87,9/10/2019,19:30,U Mumba beat Telugu Titans (41-27),2024.0,2024.0,49,"Pro Kabaddi League Season 7, 2019",Full Time,8,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Telugu Titans,4
187,178,Semi-Final 1,3/4/2016,20:00,Patna Pirates beat Puneri Paltan (40-21),197.0,197.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,7,Choice of court :Right,10,"Indira Gandhi Indoor Stadium, New Delhi",,Puneri Paltan,2
188,179,Semi-Final 2,3/4/2016,21:00,U Mumba beat Bengal Warriors (41-29),94.0,94.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,4,Choice of court :Right,10,"Indira Gandhi Indoor Stadium, New Delhi",,Bengal Warriors,5
189,18,Match 18,8/4/2014,21:00,Patna Pirates beat Dabang Delhi (36 - 31),92.0,92.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,6,Choice of court : Right,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,2
190,180,3/4 Place,3/5/2016,20:00,Puneri Paltan beat Bengal Warriors (31-27),41.0,41.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,7,Choice of court :Left,10,"Indira Gandhi Indoor Stadium, New Delhi",,Puneri Paltan,1
191,181,Final,3/5/2016,21:00,Patna Pirates beat U Mumba (31-28),326.0,326.0,3,"Pro Kabaddi League Season 3, 2016",Full Time,6,Choice of court :Right,10,"Indira Gandhi Indoor Stadium, New Delhi",,Patna Pirates,2
192,182,Match 1,6/25/2016,20:00,,,,4,"Pro Kabaddi League Season 4, 2016",Yet to Begin,7,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",7.0,Puneri Paltan,6
193,183,Match 2,6/25/2016,21:00,U Mumba beat Jaipur Pink Panthers (36-34),88.0,88.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,5,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,U Mumba,7
194,184,Match 3,6/26/2016,20:00,Bengaluru Bulls beat Bengal Warriors (24-23),326.0,326.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,1,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,Bengaluru Bulls,6
195,185,Match 4,6/26/2016,21:00,Puneri Paltan beat U Mumba (41-19),26.0,26.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,5,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",7.0,Puneri Paltan,5
196,186,Match 5,6/27/2016,20:00,Bengal Warriors beat Dabang Delhi K.C. (31-23),251.0,251.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,2,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Dabang Delhi K.C.,5
197,187,Match 6,6/27/2016,21:00,Patna Pirates beat Puneri Paltan (30-24),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",7.0,Puneri Paltan,3
198,188,Match 7,6/28/2016,20:00,Match Tied,41.0,41.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,2,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",7.0,Puneri Paltan,6
199,189,Match 8,6/29/2016,20:00,Jaipur Pink Panthers beat Telugu Titans (28-24),86.0,86.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,3,Choice of court :Left,3,"Sawai Mansingh Stadium, Jaipur",3.0,Jaipur Pink Panthers,1
200,19,Match 19,8/5/2014,20:00,U Mumba beat Bengaluru Bulls (45 - 34),94.0,94.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,5,Choice of court : Right,2,"Thyagaraj Sports Complex, Delhi",,Bengaluru Bulls,3
201,190,Match 9,6/29/2016,21:00,Patna Pirates beat U Mumba (36-34),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Right,3,"Sawai Mansingh Stadium, Jaipur",,U Mumba,2
202,191,Match 10,6/30/2016,20:00,Match Tied,52.0,52.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,3,Choice of court :Left,3,"Sawai Mansingh Stadium, Jaipur",3.0,Jaipur Pink Panthers,5
203,192,Match 11,7/1/2016,20:00,U Mumba beat Dabang Delhi K.C. (27-25),94.0,94.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,2,Choice of court :Right,3,"Sawai Mansingh Stadium, Jaipur",,U Mumba,3
204,193,Match 12,7/1/2016,21:00,Jaipur Pink Panthers beat Bengal Warriors (36-33),52.0,52.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,4,Choice of court :Right,3,"Sawai Mansingh Stadium, Jaipur",3.0,Jaipur Pink Panthers,3
205,194,Match 13,7/2/2016,20:00,Dabang Delhi K.C. beat Bengaluru Bulls (32-24),165.0,165.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,1,Choice of court :Right,3,"Sawai Mansingh Stadium, Jaipur",,Dabang Delhi K.C.,7
206,195,Match 14,7/2/2016,21:00,Puneri Paltan beat Jaipur Pink Panthers (33-28),41.0,41.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,7,Choice of court :Right,3,"Sawai Mansingh Stadium, Jaipur",3.0,Jaipur Pink Panthers,3
207,196,Match 15,7/3/2016,20:00,Patna Pirates beat Telugu Titans (35-33),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,7
208,197,Match 16,7/3/2016,21:00,U Mumba beat Bengal Warriors (26-18),94.0,94.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,5,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",,U Mumba,1
209,198,Match 17,7/4/2016,20:00,Bengaluru Bulls beat Puneri Paltan (29-27),326.0,326.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,1,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",,Bengaluru Bulls,5
210,199,Match 18,7/4/2016,21:00,Telugu Titans beat Bengal Warriors (35-18),81.0,81.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,4
211,2,Match 2,7/26/2014,21:00,Bengaluru Bulls beat Dabang Delhi (47 - 28),26.0,26.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,2,Choice of court : Left,5,"DOME@NSCI SVP Stadium, Mumbai",0.0,TBC,5
212,20,Match 20,8/5/2014,21:00,Jaipur Pink Panthers beat Dabang Delhi (40 - 31),52.0,52.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,2,Choice of court : Left,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,3
213,200,Match 19,7/5/2016,20:00,Bengaluru Bulls beat Telugu Titans (30-28),326.0,326.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,1,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,3
214,201,Match 20,7/6/2016,20:00,Jaipur Pink Panthers beat Dabang Delhi K.C. (51-26),86.0,86.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,3,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",,Dabang Delhi K.C.,3
215,202,Match 21,7/6/2016,21:00,Telugu Titans beat U Mumba (35-30),293.0,293.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,6
216,203,Match 22,7/7/2016,20:00,Patna Pirates beat Bengaluru Bulls (31-25),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Right,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,1
