Unnamed: 0,match_id,match_number,date,start_time,result,player_id_of_the_match,player_name_of_the_match,series_id,series_name,status,toss_winner,toss_selection,venue_id,venue_name,home_team_id,home_team_name,season
217,204,Match 23,7/8/2016,20:00,U Mumba beat Bengaluru Bulls (24-23),29.0,29.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,5,Choice of court :Left,6,"Patliputra Sports Complex, Patna",,Bengaluru Bulls,5
218,205,Match 24,7/8/2016,21:00,Patna Pirates beat Bengal Warriors (35-21),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,4,Choice of court :Left,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,1
219,206,Match 25,7/9/2016,20:00,Puneri Paltan beat Bengal Warriors (38-31),75.0,75.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,7,Choice of court :Left,6,"Patliputra Sports Complex, Patna",,Bengal Warriors,1
220,207,Match 26,7/9/2016,21:00,Dabang Delhi K.C. beat Patna Pirates (33-15),251.0,251.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Right,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,3
221,208,Match 27,7/10/2016,20:00,Telugu Titans beat Dabang Delhi K.C. (28-23),293.0,293.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,2,Choice of court :Right,6,"Patliputra Sports Complex, Patna",,Telugu Titans,6
222,209,Match 28,7/10/2016,21:00,Jaipur Pink Panthers beat Patna Pirates (26-21),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Right,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,5
223,21,Match 21,8/6/2014,20:00,Dabang Delhi beat Bengal Warriors (46 - 36),58.0,58.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,2,Choice of court : Left,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,4
224,210,Match 29,7/12/2016,20:00,Telugu Titans beat Bengaluru Bulls (32-24),81.0,81.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,1,Choice of court :Right,1,"Sree Kanteerava Stadium, Bengaluru",1.0,Bengaluru Bulls,4
225,211,Match 30,7/12/2016,21:00,Match Tied,41.0,41.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,4,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",,,1
226,212,Match 31,7/13/2016,20:00,Jaipur Pink Panthers beat Bengaluru Bulls (24-22),52.0,52.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,3,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",1.0,Bengaluru Bulls,4
227,213,Match 32,7/14/2016,20:00,U Mumba beat Jaipur Pink Panthers (29-23),29.0,29.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,5,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",,U Mumba,5
228,214,Match 33,7/14/2016,21:00,Patna Pirates beat Bengaluru Bulls (38-23),85.0,85.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,1,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",1.0,Bengaluru Bulls,1
229,215,Match 34,7/15/2016,20:00,Telugu Titans beat Puneri Paltan (32-29),81.0,81.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,7,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",,Telugu Titans,5
230,216,Match 35,7/15/2016,21:00,Dabang Delhi K.C. beat Bengaluru Bulls (40-20),58.0,58.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,2,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",1.0,Bengaluru Bulls,7
231,217,Match 36,7/16/2016,20:00,Bengal Warriors beat Jaipur Pink Panthers (32-25),12.0,12.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,3,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4.0,Bengal Warriors,5
232,218,Match 37,7/16/2016,21:00,Patna Pirates beat U Mumba (34-24),85.0,85.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Patna Pirates,5
233,219,Match 38,7/17/2016,20:00,Jaipur Pink Panthers beat Puneri Paltan (33-27),86.0,86.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,3,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Jaipur Pink Panthers,5
234,22,Match 22,8/7/2014,20:00,Patna Pirates beat Puneri Paltan (35 - 27),88.0,88.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,7,Choice of court : Right,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,2
235,220,Match 39,7/17/2016,21:00,Patna Pirates beat Bengal Warriors (33-27),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4.0,Bengal Warriors,2
236,221,Match 40,7/18/2016,20:00,Match Tied,12.0,12.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4.0,Bengal Warriors,5
237,222,Match 41,7/19/2016,20:00,Telugu Titans beat Dabang Delhi K.C. (36-28),81.0,81.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Dabang Delhi K.C.,6
238,223,Match 42,7/19/2016,21:00,Bengaluru Bulls beat Bengal Warriors (27-25),326.0,326.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,4,Choice of court :Right,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",4.0,Bengal Warriors,5
239,224,Match 43,7/20/2016,20:00,U Mumba beat Puneri Paltan (34-31),29.0,29.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,7,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",5.0,U Mumba,3
240,225,Match 44,7/21/2016,20:00,Jaipur Pink Panthers beat Dabang Delhi K.C. (24-22),,,4,"Pro Kabaddi League Season 4, 2016",Full Time,2,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Dabang Delhi K.C.,7
241,226,Match 45,7/21/2016,21:00,Match Tied,81.0,81.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",5.0,U Mumba,5
242,227,Match 46,7/22/2016,20:00,Jaipur Pink Panthers beat Patna Pirates (29-22),389.0,389.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Patna Pirates,5
243,228,Match 47,7/22/2016,21:00,Bengal Warriors beat U Mumba (31-27),12.0,12.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,4,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",5.0,U Mumba,5
244,229,Match 48,7/23/2016,20:00,Patna Pirates beat Puneri Paltan (31-28),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,7,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",,Patna Pirates,5
245,23,Match 23,8/8/2014,20:00,Bengal Warriors beat Telugu Titans (40 - 35),75.0,75.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,4,Choice of court : Right,6,"Patliputra Sports Complex, Patna",,Telugu Titans,2
246,230,Match 49,7/23/2016,21:00,Bengaluru Bulls beat U Mumba (28-27),326.0,326.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,5,Choice of court :Right,5,"DOME@NSCI SVP Stadium, Mumbai",5.0,U Mumba,3
247,231,Match 50,7/24/2016,20:00,Dabang Delhi K.C. beat Bengal Warriors (41-20),58.0,58.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,4,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,3
248,232,Match 51,7/24/2016,21:00,Telugu Titans beat Jaipur Pink Panthers (35-23),81.0,81.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",,Telugu Titans,4
249,233,Match 52,7/25/2016,20:00,Patna Pirates beat Dabang Delhi K.C. (32-31),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,3
250,234,Match 53,7/26/2016,20:00,Telugu Titans beat Patna Pirates (46-25),81.0,81.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",,Patna Pirates,2
251,235,Match 54,7/26/2016,21:00,Puneri Paltan beat Dabang Delhi K.C. (39-34),41.0,41.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,2,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,1
252,236,Match 55,7/27/2016,20:00,Puneri Paltan beat Bengaluru Bulls (36-33),41.0,41.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,1,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",,Puneri Paltan,3
253,237,Match 56,7/27/2016,21:00,U Mumba beat Dabang Delhi K.C. (38-34),94.0,94.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,5,Choice of court :Left,2,"Thyagaraj Sports Complex, Delhi",2.0,Dabang Delhi K.C.,6
254,238,Semi-Final 1,7/29/2016,20:00,Patna Pirates beat Puneri Paltan (37-33),249.0,249.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",,Patna Pirates,3
255,239,Semi-Final 2,7/29/2016,21:00,Jaipur Pink Panthers beat Telugu Titans (34-24),52.0,52.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",,Jaipur Pink Panthers,5
256,24,Match 24,8/8/2014,21:00,Match Drawn (37 - 37),92.0,92.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,5,Choice of court : Left,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,4
257,240,3/4 Place,7/31/2016,20:00,Puneri Paltan beat Telugu Titans (40-35),81.0,81.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,8,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",,Telugu Titans,5
258,241,Final,7/31/2016,21:15,Patna Pirates beat Jaipur Pink Panthers (37-29),197.0,197.0,4,"Pro Kabaddi League Season 4, 2016",Full Time,6,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",,Patna Pirates,6
259,242,Match 1,6/28/2016,21:00,Fire birds beat Ice Divas (25-12),,,5,"Womenâ€™s Kabaddi Challenge Season 1, 2016",Full Time,9,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Fire birds,6
260,243,Match 2,6/30/2016,21:00,Ice Divas beat Storm Queens (28-15),,,5,"Womenâ€™s Kabaddi Challenge Season 1, 2016",Full Time,10,Choice of court :Left,3,"Sawai Mansingh Stadium, Jaipur",,Ice Divas,1
261,244,Match 3,7/5/2016,21:00,Match Tied,,,5,"Womenâ€™s Kabaddi Challenge Season 1, 2016",Full Time,9,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",,,2
262,245,Match 4,7/13/2016,21:00,Ice Divas beat Fire Birds (24-14),,,5,"Womenâ€™s Kabaddi Challenge Season 1, 2016",Full Time,11,Choice of court :Left,1,"Sree Kanteerava Stadium, Bengaluru",,Fire Birds,7
263,246,Match 5,7/18/2016,21:00,Storm Queens beat Ice Divas (21-15),,,5,"Womenâ€™s Kabaddi Challenge Season 1, 2016",Full Time,11,Choice of court :Left,4,"Netaji Subhash Chandra Bose Indoor Stadium, Kolkata",,Storm Queens,1
264,247,Match 6,7/20/2016,21:00,Storm Queens beat Fire Birds (21-11),,,5,"Womenâ€™s Kabaddi Challenge Season 1, 2016",Full Time,9,Choice of court :Left,5,"DOME@NSCI SVP Stadium, Mumbai",,Fire Birds,1
265,248,Qualifier,7/25/2016,21:00,Fire Birds beat Ice Divas (22-13),,,5,"Womenâ€™s Kabaddi Challenge Season 1, 2016",Full Time,9,Choice of court :Right,2,"Thyagaraj Sports Complex, Delhi",,Ice Divas,3
266,249,Final,7/31/2016,19:00,Storm Queens beat Fire Birds (24-23),,,5,"Womenâ€™s Kabaddi Challenge Season 1, 2016",Full Time,10,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",,Storm Queens,3
267,25,Match 25,8/9/2014,20:00,Jaipur Pink Panthers beat Telugu Titans (49 - 29),52.0,52.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,8,Choice of court : Left,6,"Patliputra Sports Complex, Patna",,Telugu Titans,5
268,250,Match 1,10/7/2016,20:00,Republic of Korea beat India (34-32),,,6,"Kabaddi World Cup, 2016",Full Time,13,Choice of court :Right,11,"The Arena, Ahmedabad",12.0,India,2
269,251,Match 2,10/7/2016,21:00,Iran beat USA (52-15),,,6,"Kabaddi World Cup, 2016",Full Time,21,Choice of court :Left,11,"The Arena, Ahmedabad",,USA,6
270,252,Match 3,10/8/2016,18:50,Bangladesh beat England (52-18),,,6,"Kabaddi World Cup, 2016",Full Time,16,Choice of court :Left,11,"The Arena, Ahmedabad",,England,2
271,253,Match 4,10/8/2016,20:00,Kenya beat Poland (54-48),,,6,"Kabaddi World Cup, 2016",Full Time,22,Choice of court :Right,11,"The Arena, Ahmedabad",,Poland,3
272,254,Match 5,10/8/2016,21:00,India beat Australia (54-20),,,6,"Kabaddi World Cup, 2016",Full Time,12,Choice of court :Left,11,"The Arena, Ahmedabad",12.0,India,7
273,255,Match 6,10/9/2016,18:50,Republic of Korea beat Argentina (68-42),,,6,"Kabaddi World Cup, 2016",Full Time,17,Choice of court :Right,11,"The Arena, Ahmedabad",,Argentina,2
274,256,Match 7,10/9/2016,20:00,Japan beat USA (45-19),,,6,"Kabaddi World Cup, 2016",Full Time,21,Choice of court :Left,11,"The Arena, Ahmedabad",,USA,1
275,257,Match 8,10/9/2016,21:00,Iran beat Thailand (64-23),,,6,"Kabaddi World Cup, 2016",Full Time,18,Choice of court :Right,11,"The Arena, Ahmedabad",,Thailand,3
276,258,Match 9,10/10/2016,20:00,England beat Australia (69-25),,,6,"Kabaddi World Cup, 2016",Full Time,16,Choice of court :Left,11,"The Arena, Ahmedabad",,Australia,4
277,259,Match 10,10/10/2016,21:00,Thailand beat Poland (65-25),,,6,"Kabaddi World Cup, 2016",Full Time,19,Choice of court :Left,11,"The Arena, Ahmedabad",,Poland,5
278,26,Match 26,8/9/2014,21:00,Match Drawn (30 - 30),118.0,118.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,6,Choice of court : Right,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,2
279,260,Match 11,10/11/2016,20:00,Iran beat Kenya (33-28),,,6,"Kabaddi World Cup, 2016",Full Time,18,Choice of court :Left,11,"The Arena, Ahmedabad",,Iran,7
280,261,Match 12,10/11/2016,21:00,India beat Bangladesh (57-20),,,6,"Kabaddi World Cup, 2016",Full Time,12,Choice of court :Left,11,"The Arena, Ahmedabad",12.0,India,5
281,262,Match 13,10/12/2016,20:00,Japan beat Poland (33-22),,,6,"Kabaddi World Cup, 2016",Full Time,20,Choice of court :Right,11,"The Arena, Ahmedabad",,Japan,3
282,263,Match 14,10/12/2016,21:00,Australia beat Argentina (68-45),,,6,"Kabaddi World Cup, 2016",Full Time,15,Choice of court :Left,11,"The Arena, Ahmedabad",,Australia,6
283,264,Match 15,10/13/2016,20:00,Thailand beat Kenya (53-21),,,6,"Kabaddi World Cup, 2016",Full Time,19,Choice of court :Left,11,"The Arena, Ahmedabad",,Kenya,5
284,265,Match 16,10/13/2016,21:00,Republic of Korea beat Bangladesh (35-32),,,6,"Kabaddi World Cup, 2016",Full Time,14,Choice of court :Left,11,"The Arena, Ahmedabad",,Republic of Korea,3
285,266,Match 17,10/14/2016,20:00,England beat Argentina (68-28),,,6,"Kabaddi World Cup, 2016",Full Time,17,Choice of court :Right,11,"The Arena, Ahmedabad",,England,6
286,267,Match 18,10/14/2016,21:00,Poland beat USA (75-29),,,6,"Kabaddi World Cup, 2016",Full Time,23,Choice of raid :Right,11,"The Arena, Ahmedabad",,Poland,3
287,268,Match 19,10/15/2016,18:50,Republic of Korea beat Australia (63-25),,,6,"Kabaddi World Cup, 2016",Full Time,13,Choice of court :Left,11,"The Arena, Ahmedabad",,Australia,4
288,269,Match 20,10/15/2016,20:00,Iran beat Japan (38-34),,,6,"Kabaddi World Cup, 2016",Full Time,18,Choice of court :Left,11,"The Arena, Ahmedabad",,Iran,3
289,27,Match 27,8/10/2014,20:00,Jaipur Pink Panthers beat Bengal Warriors (39 - 23),52.0,52.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,4,Choice of court : Left,6,"Patliputra Sports Complex, Patna",,Bengal Warriors,5
290,270,Match 21,10/15/2016,21:00,India beat Argentina (74-20),,,6,"Kabaddi World Cup, 2016",Full Time,17,Choice of raid :Right,11,"The Arena, Ahmedabad",12.0,India,1
291,271,Match 22,10/16/2016,18:50,Thailand beat USA (69-22),,,6,"Kabaddi World Cup, 2016",Full Time,19,Choice of court :Left,11,"The Arena, Ahmedabad",,USA,3
292,272,Match 23,10/16/2016,20:00,Republic of Korea beat England (56-17),,,6,"Kabaddi World Cup, 2016",Full Time,13,Choice of court :Left,11,"The Arena, Ahmedabad",,Republic of Korea,1
293,273,Match 24,10/16/2016,21:00,Kenya beat Japan (48-27),,,6,"Kabaddi World Cup, 2016",Full Time,20,Choice of court :Left,11,"The Arena, Ahmedabad",,Kenya,3
294,274,Match 25,10/17/2016,20:00,Poland beat Iran (41-25),,,6,"Kabaddi World Cup, 2016",Full Time,18,Choice of court :Right,11,"The Arena, Ahmedabad",,Iran,3
295,275,Match 26,10/17/2016,21:00,Bangladesh beat Australia (80-8),,,6,"Kabaddi World Cup, 2016",Full Time,14,Choice of court :Right,11,"The Arena, Ahmedabad",,Australia,6
296,276,Match 27,10/18/2016,20:00,Kenya beat USA (74-19),,,6,"Kabaddi World Cup, 2016",Full Time,22,Choice of court :Right,11,"The Arena, Ahmedabad",,USA,1
297,277,Match 28,10/18/2016,21:00,India beat England (69-18),,,6,"Kabaddi World Cup, 2016",Full Time,16,Choice of court :Right,11,"The Arena, Ahmedabad",12.0,India,4
298,278,Match 29,10/19/2016,20:00,Bangladesh beat Argentina (67-26),,,6,"Kabaddi World Cup, 2016",Full Time,17,Choice of raid :Right,11,"The Arena, Ahmedabad",,Bangladesh,3
299,279,Match 30,10/19/2016,21:00,Thailand beat Japan (37-33),,,6,"Kabaddi World Cup, 2016",Full Time,19,Choice of court :Left,11,"The Arena, Ahmedabad",,Thailand,4
300,28,Match 28,8/10/2014,21:00,Bengaluru Bulls beat Patna Pirates (37 - 35),26.0,26.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,1,Choice of court : Left,6,"Patliputra Sports Complex, Patna",6.0,Patna Pirates,5
301,280,Semi-Final 1,10/21/2016,20:00,Iran beat Republic of Korea (28-22),,,6,"Kabaddi World Cup, 2016",Full Time,13,Choice of court :Left,11,"The Arena, Ahmedabad",,Iran,5
302,281,Semi-Final 2,10/21/2016,21:00,India beat Thailand (73-20),,,6,"Kabaddi World Cup, 2016",Full Time,12,Choice of court :Left,11,"The Arena, Ahmedabad",,India,6
303,282,Final,10/22/2016,19:45,India beat Iran (38-29),,,6,"Kabaddi World Cup, 2016",Full Time,18,Choice of court :Right,11,"The Arena, Ahmedabad",,Iran,2
304,283,Semi-Final 1,11/8/2016,18:15,Haryana beat Indian Railways (30-27),,,7,"Men's National Kabaddi Championship, 2016",Full Time,25,Choice of court :Right,12,"Umaid Stadium, Jodhpur",,Indian Railways,7
305,284,Semi-Final 2,11/8/2016,19:15,Services SSCB beat Maharashtra (31-25),,,7,"Men's National Kabaddi Championship, 2016",Full Time,26,Choice of court :Left,12,"Umaid Stadium, Jodhpur",,Maharashtra,2
306,285,Final,11/8/2016,21:00,Services SCB beat Haryana (39-22),,,7,"Men's National Kabaddi Championship, 2016",Full Time,25,Choice of court :Left,12,"Umaid Stadium, Jodhpur",,Haryana,5
307,286,Match 1,7/28/2017,20:00,Telugu Titans beat Tamil Thalaivas (32-27),81.0,81.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,8,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,3
308,287,Match 2,7/28/2017,21:00,Puneri Paltan beat U Mumba (33-21),41.0,41.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,5,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",,Puneri Paltan,3
309,288,Match 3,7/29/2017,20:00,Dabang Delhi K.C. beat Jaipur Pink Panthers (30-26),251.0,251.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,3,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",,Dabang Delhi K.C.,1
310,289,Match 4,7/29/2017,21:00,Patna Pirates beat Telugu Titans (35-29),197.0,197.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,6,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,7
311,29,Match 29,8/12/2014,20:00,Telugu Titans beat Puneri Paltan (42 - 36),111.0,111.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,8,Choice of court : Right,7,"Shree Shiv Chhatrapati Sports Complex, Pune",7.0,Puneri Paltan,7
312,290,Match 5,7/30/2017,20:00,U Mumba beat Haryana Steelers (29-28),58.0,58.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,28,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",,Haryana Steelers,3
313,291,Match 6,7/30/2017,21:00,Bengaluru Bulls beat Telugu Titans (31-21),326.0,326.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,1,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,5
314,292,Match 7,8/1/2017,20:00,Gujarat Fortunegiants beat Dabang Delhi K.C. (26-20),718.0,718.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,31,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",,Dabang Delhi K.C.,1
315,293,Match 8,8/1/2017,21:00,U.P. Yoddha beat Telugu Titans (31-18),,,8,"Pro Kabaddi League Season 5, 2017",Full Time,8,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,2
316,294,Match 9,8/2/2017,20:00,Match Tied,,,8,"Pro Kabaddi League Season 5, 2017",Full Time,28,Choice of court :Left,9,"Gachibowli Indoor Stadium, Hyderabad",,,4
317,295,Match 10,8/2/2017,21:00,Bengal Warriors beat Telugu Titans (30-24),143.0,143.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,8,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,4
318,296,Match 11,8/3/2017,20:00,Patna Pirates beat Telugu Titans (43-36),197.0,197.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,8,Choice of court :Right,9,"Gachibowli Indoor Stadium, Hyderabad",8.0,Telugu Titans,4
319,297,Match 12,8/4/2017,20:00,Bengaluru Bulls beat Tamil Thalaivas (32-31),,,8,"Pro Kabaddi League Season 5, 2017",Full Time,1,Choice of court :Left,17,"Mankapur Indoor Stadium, Nagpur",1.0,Bengaluru Bulls,5
320,298,Match 13,8/4/2017,21:00,Puneri Paltan beat Dabang Delhi K.C. (26-21),85.0,85.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,7,Choice of court :Left,17,"Mankapur Indoor Stadium, Nagpur",,Puneri Paltan,4
321,299,Match 14,8/5/2017,20:00,U Mumba beat Dabang Delhi K.C. (36-22),29.0,29.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,5,Choice of court :Left,17,"Mankapur Indoor Stadium, Nagpur",,Dabang Delhi K.C.,7
322,3,Match 3,7/27/2014,20:00,Bengaluru Bulls beat Puneri Paltan (40 - 37),26.0,26.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,1,Choice of court : Right,5,"DOME@NSCI SVP Stadium, Mumbai",0.0,TBC,2
323,30,Match 30,8/13/2014,20:00,Bengaluru Bulls beat U Mumba (33 - 30),85.0,85.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,1,Choice of court : Right,7,"Shree Shiv Chhatrapati Sports Complex, Pune",,U Mumba,1
324,300,Match 15,8/5/2017,21:00,U.P. Yoddha beat Bengaluru Bulls (32-27),326.0,326.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,30,Choice of court :Right,17,"Mankapur Indoor Stadium, Nagpur",1.0,Bengaluru Bulls,1
325,301,Match 16,8/6/2017,20:00,Bengal Warriors beat U.P. Yoddha (40-20),712.0,712.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,30,Choice of court :Right,17,"Mankapur Indoor Stadium, Nagpur",,Bengal Warriors,7
326,302,Match 17,8/6/2017,21:00,Patna Pirates beat Bengaluru Bulls (46-32),197.0,197.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,1,Choice of court :Left,17,"Mankapur Indoor Stadium, Nagpur",1.0,Bengaluru Bulls,5
327,303,Match 18,8/8/2017,20:00,Haryana Steelers beat Gujarat Fortunegiants (32-20),366.0,366.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,31,Choice of court :Left,17,"Mankapur Indoor Stadium, Nagpur",,Gujarat Fortunegiants,3
328,304,Match 19,8/8/2017,21:00,Match Tied,81.0,81.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,1,Choice of court :Left,17,"Mankapur Indoor Stadium, Nagpur",1.0,Bengaluru Bulls,5
329,305,Match 20,8/9/2017,20:00,Bengaluru Bulls beat Bengal Warriors (31-25),389.0,389.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,1,Choice of court :Left,17,"Mankapur Indoor Stadium, Nagpur",1.0,Bengaluru Bulls,5
330,306,Match 21,8/10/2017,20:00,Jaipur Pink Panthers beat Puneri Paltan (30-28),,,8,"Pro Kabaddi League Season 5, 2017",Full Time,3,Choice of court :Right,17,"Mankapur Indoor Stadium, Nagpur",,Jaipur Pink Panthers,6
331,307,Match 22,8/10/2017,21:00,Tamil Thalaivas beat Bengaluru Bulls (29-24),326.0,326.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,1,Choice of court :Left,17,"Mankapur Indoor Stadium, Nagpur",1.0,Bengaluru Bulls,3
332,308,Match 23,8/11/2017,20:00,Gujarat Fortunegiants beat U Mumba (39-21),686.0,686.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,31,Choice of court :Left,11,"The Arena, Ahmedabad",31.0,Gujarat Fortunegiants,7
333,309,Match 24,8/12/2017,20:00,U.P. Yoddha beat Telugu Titans (39-32),,,8,"Pro Kabaddi League Season 5, 2017",Full Time,8,Choice of court :Left,11,"The Arena by Transstadia, Ahmedabad",,U.P. Yoddha,5
334,31,Match 31,8/13/2014,21:00,Puneri Paltan beat Bengal Warriors (40 - 30),124.0,124.0,1,"Pro Kabaddi League Season 1, 2014",Full Time,7,Choice of court : Left,7,"Shree Shiv Chhatrapati Sports Complex, Pune",7.0,Puneri Paltan,6
335,310,Match 25,8/12/2017,21:00,Gujarat Fortunegiants beat Dabang Delhi K.C. (29-25),757.0,757.0,8,"Pro Kabaddi League Season 5, 2017",Full Time,31,Choice of court :Left,11,"The Arena by Transstadia, Ahmedabad",31.0,Gujarat Fortunegiants,3
