Player Name,Season,Team,do_or_die,high_5s,raid_points,raidpoints,successful_raids,successful_tackles,super_10s,super_raids,super_takels,tackle_points,total_points
Ravi Kumar,4,Bengal Warriors,0,0,0,0,0,0,0,0,0,0,0
Ravi Kumar,5,Puneri Paltan,0,0,0,0,0,28,0,0,2,1,30
Ravi Kumar,6,Puneri Paltan,0,2,0,0,0,33,0,0,7,1,40
Ravi Kumar,7,Haryana Steelers,0,2,0,0,0,22,0,0,4,2,26
Ravi V.,2,Puneri Paltan,3,0,4,8,5,0,0,0,0,0,8
Ravinandan G.M.,3,Dabang Delhi K.C.,0,0,0,0,0,1,0,0,0,0,1
Ravinder,7,Patna Pirates,0,0,0,0,0,2,0,0,1,1,3
Ravinder Kumar,5,Jaipur Pink Panthers,0,0,0,0,0,1,0,0,0,0,1
Ravinder Kumar,6,Patna Pirates,0,0,0,0,0,8,0,0,1,1,9
Ravinder Pahal,1,Dabang Delhi K.C.,0,3,0,0,0,29,0,0,0,3,29
Ravinder Pahal,2,Dabang Delhi K.C.,0,5,0,4,3,53,0,0,7,4,64
Ravinder Pahal,3,Dabang Delhi K.C.,0,2,0,8,4,22,0,0,4,2,34
Ravinder Pahal,4,Puneri Paltan,0,3,0,0,0,35,0,0,2,2,37
Ravinder Pahal,5,Bengaluru Bulls,0,3,0,2,1,49,0,0,3,2,54
Ravinder Pahal,6,Dabang Delhi K.C.,0,4,0,0,0,56,0,0,3,2,59
Ravinder Pahal,7,Dabang Delhi K.C.,0,2,0,0,0,38,0,0,0,2,38
Ravindra Ramesh Kumawat,4,Bengal Warriors,0,0,1,2,2,1,0,0,0,0,3
Ravindra Ramesh Kumawat,5,Bengal Warriors,2,0,1,2,2,0,0,0,0,0,2
Ravindra Ramesh Kumawat,6,Bengal Warriors,14,0,3,37,29,5,0,2,0,0,42
Ravit Kumar,2,Telugu Titans,0,0,0,1,1,1,0,0,0,0,2
Rinku Narwal,5,Puneri Paltan,0,1,0,1,1,17,0,0,4,1,22
Rinku Narwal,6,Puneri Paltan,1,0,0,1,1,19,0,0,1,1,21
Rinku Narwal,7,Bengal Warriors,0,3,0,0,0,40,0,0,2,2,42
Rishank Devadiga,1,U Mumba,8,0,4,64,45,13,0,2,0,0,77
Rishank Devadiga,2,U Mumba,25,0,3,44,36,14,0,0,0,1,58
Rishank Devadiga,3,U Mumba,29,0,6,106,86,8,2,4,1,0,115
Rishank Devadiga,4,U Mumba,19,0,5,70,57,0,2,0,0,0,70
Rishank Devadiga,5,U.P. Yoddha,32,0,7,165,126,4,5,12,1,0,170
Rishank Devadiga,6,U.P. Yoddha,8,0,4,100,82,4,1,3,0,0,104
Rishank Devadiga,7,U.P. Yoddha,3,0,2,24,18,1,0,1,0,0,25
Rohit,5,Bengaluru Bulls,1,0,0,4,3,0,0,0,0,0,4
Rohit Baliyan,2,Telugu Titans,1,0,3,12,11,0,0,0,0,0,12
Rohit Baliyan,3,Telugu Titans,8,0,4,54,44,2,2,2,0,0,56
Rohit Baliyan,5,Dabang Delhi K.C.,8,0,3,65,55,9,1,1,0,0,74
Rohit Baliyan,6,U Mumba,6,0,5,94,82,13,0,1,1,0,108
Rohit Baliyan,7,U Mumba,7,0,3,38,26,3,0,2,1,0,42
Rohit Gulia,5,Gujarat Fortunegiants,12,0,1,35,33,3,0,0,0,0,38
Rohit Gulia,6,Gujarat Fortunegiants,14,0,3,58,48,3,0,2,0,0,61
Rohit Gulia,7,Gujarat Fortunegiants,10,0,4,69,56,4,2,0,0,0,73
Rohit Kumar,3,Patna Pirates,20,0,9,102,80,7,5,4,0,0,109
Rohit Kumar,4,Bengaluru Bulls,15,0,6,93,75,6,1,0,1,0,100
Rohit Kumar,5,Bengaluru Bulls,36,0,9,2,1,1,12,1,1,0,3
Rohit Kumar,6,Bengaluru Bulls,24,1,6,162,129,9,5,5,0,0,171
Rohit Kumar,7,Bengaluru Bulls,11,0,4,74,59,4,2,1,0,0,78
Rohit Kumar Choudary,2,Dabang Delhi K.C.,33,0,4,61,41,3,1,6,0,0,64
Rohit Kumar Choudary,3,Dabang Delhi K.C.,5,0,2,16,11,0,0,0,0,0,16
Rohit Kumar Choudary,5,Puneri Paltan,1,0,1,13,10,0,0,0,0,0,13
Rohit Kumar Choudary,6,U.P. Yoddha,0,0,0,3,2,0,0,0,0,0,3
Rohit Kumar Prajapat,3,Jaipur Pink Panthers,0,0,0,0,0,1,0,0,0,0,1
Rohit Rana,1,Jaipur Pink Panthers,0,3,0,0,0,37,0,0,1,2,38
Rohit Rana,2,Jaipur Pink Panthers,0,1,0,1,1,16,0,0,0,1,17
Rohit Rana,3,Jaipur Pink Panthers,0,1,0,1,0,14,0,0,3,1,18
Rohit Rana,4,Jaipur Pink Panthers,0,0,0,0,0,3,0,0,0,0,3
Rohit Rana,5,Telugu Titans,0,0,0,0,0,24,0,0,0,1,24
Rohit Rana,6,U Mumba,0,2,0,0,0,37,0,0,1,2,38
Rupesh Tomar,1,Telugu Titans,0,0,0,1,1,3,0,0,1,0,5
Rupesh Tomar,2,Telugu Titans,0,0,0,4,3,4,0,0,2,1,10
Rupesh Tomar,4,Telugu Titans,0,0,0,0,0,3,0,0,0,1,3
Rupesh Tomar,5,Dabang Delhi K.C.,0,0,0,0,0,1,0,0,0,0,1
Ruturaj Shivaji Koravi,6,Gujarat Fortunegiants,0,1,0,0,0,44,0,0,3,2,47
Ruturaj Shivaji Koravi,7,Gujarat Fortunegiants,0,0,0,0,0,6,0,0,0,0,6
S Mahalingam,4,Telugu Titans,0,0,0,0,0,14,0,0,2,1,16
Sachin,5,Gujarat Fortunegiants,37,0,6,159,132,13,7,2,1,0,173
Sachin Khambe,1,Bengal Warriors,1,0,1,5,5,20,0,0,2,1,27
Sachin Khambe,2,Bengal Warriors,0,2,0,0,0,20,0,0,4,3,24
Sachin Kumar,5,Bengaluru Bulls,0,1,0,1,0,6,0,0,0,0,7
Sachin Kumar,6,U.P. Yoddha,4,2,1,25,21,39,0,0,4,1,68
Sachin Kumar,7,U.P. Yoddha,0,0,0,0,0,2,0,0,0,0,2
Sachin Narwal,7,Jaipur Pink Panthers,3,0,1,10,7,1,0,1,0,0,11
Sachin Shingade,1,Telugu Titans,0,1,0,0,0,19,0,0,1,2,20
Sachin Shingade,2,Telugu Titans,0,0,0,0,0,2,0,0,0,0,2
Sachin Shingade,3,Puneri Paltan,0,0,0,0,0,5,0,0,1,3,6
Sachin Shingade,4,Dabang Delhi K.C.,0,4,0,0,0,39,0,0,5,3,44
Sachin Shingade,5,Patna Pirates,0,0,0,0,0,21,0,0,1,0,22
Sachin Shingade,6,Haryana Steelers,0,0,0,0,0,23,0,0,2,1,25
Sachin Tanwar,6,Gujarat Fortunegiants,28,0,8,190,159,12,7,1,2,0,204
Sachin Tanwar,7,Gujarat Fortunegiants,18,0,5,64,48,1,1,1,0,0,65
Sachin Vittala,2,Puneri Paltan,4,0,2,11,9,0,0,1,0,0,11
Sachin Vittala,6,Gujarat Fortunegiants,0,0,0,3,2,24,0,0,1,1,28
Saeid Ghaffari,7,Dabang Delhi K.C.,0,0,0,0,0,8,0,0,0,0,8
Sagar,7,Tamil Thalaivas,0,0,0,0,0,8,0,0,1,1,9
Sagar B Krishna,4,Telugu Titans,0,0,0,0,0,6,0,0,0,0,6
Sagar B Krishna,5,U.P. Yoddha,0,3,0,1,1,29,0,0,3,1,33
Sagar B Krishna,6,U.P. Yoddha,0,1,0,0,0,17,0,0,1,0,18
Sagar B Krishna,7,Puneri Paltan,0,0,0,0,0,6,0,0,0,0,6
Sagar Khatale,1,Puneri Paltan,0,0,0,0,0,10,0,0,0,1,10
Sagar Khatale,2,Puneri Paltan,0,0,0,0,0,4,0,0,0,1,4
Samarjeet Singh,1,Jaipur Pink Panthers,0,0,0,1,0,10,0,0,1,0,12
Samarjeet Singh,2,Jaipur Pink Panthers,0,0,0,0,0,1,0,0,1,0,2
Samarjeet Singh,3,Jaipur Pink Panthers,0,0,0,2,2,5,0,0,1,1,8
Sandeep,3,Patna Pirates,0,0,0,0,0,3,0,0,0,1,3
Sandeep,6,Puneri Paltan,2,0,3,7,4,2,0,0,1,0,10
Sandeep Kandola,2,Telugu Titans,0,6,1,11,7,55,0,0,4,3,70
Sandeep Kumar Dhull,3,Dabang Delhi K.C.,0,2,0,0,0,26,0,0,6,3,32
Sandeep Kumar Dhull,4,Telugu Titans,0,2,0,0,0,35,0,0,0,2,35
Sandeep Kumar Dhull,6,Jaipur Pink Panthers,0,4,0,0,0,62,0,0,5,3,67
Sandeep Kumar Dhull,7,Jaipur Pink Panthers,0,5,0,1,0,48,0,0,6,3,55
Sandeep Malik,2,Bengaluru Bulls,0,0,0,0,0,1,0,0,1,0,2
Sandeep Narwal,1,Patna Pirates,11,2,5,92,68,21,1,8,6,1,119
Sandeep Narwal,2,Patna Pirates,6,2,2,46,36,34,0,1,3,2,83
Sandeep Narwal,3,Patna Pirates,0,6,0,9,8,53,0,0,2,3,64
Sandeep Narwal,4,Telugu Titans,0,3,1,24,20,40,0,0,2,2,66
Sandeep Narwal,5,Puneri Paltan,2,1,1,33,29,49,0,1,3,2,85
Sandeep Narwal,6,Puneri Paltan,4,1,1,25,16,34,0,1,7,2,66
Sandeep Narwal,7,U Mumba,2,1,0,12,9,33,0,0,5,2,50
Sandeep Tomar,2,Dabang Delhi K.C.,1,0,0,2,2,0,0,0,0,0,2
Sanjay Kumar,2,Puneri Paltan,4,0,2,15,9,1,0,2,0,0,16
Sanju,3,Telugu Titans,0,0,0,0,0,1,0,0,0,0,1
Sanket Chavan,4,Dabang Delhi K.C.,0,0,0,0,0,11,0,0,0,1,11
Sanket Chavan,5,Tamil Thalaivas,0,0,0,0,0,4,0,0,0,0,4
Sanoj Kumar,5,U.P. Yoddha,0,0,0,2,2,1,0,0,0,0,3
Santhapanaselvam,5,Jaipur Pink Panthers,0,0,0,0,0,15,0,0,0,1,15
Santhapanaselvam,6,Jaipur Pink Panthers,0,0,0,0,0,12,0,0,2,1,14
Santhapanaselvam,7,Jaipur Pink Panthers,0,0,0,0,0,7,0,0,0,1,7
Santhosh B.S,5,U.P. Yoddha,0,0,0,3,1,8,0,1,1,1,12
Satish,5,Patna Pirates,0,0,0,0,0,3,0,0,0,0,3
Satpal,5,Dabang Delhi K.C.,1,1,0,4,0,22,0,0,2,2,28
Satpal,6,Dabang Delhi K.C.,0,0,0,1,0,10,0,0,4,1,15
Satywan,7,Dabang Delhi K.C.,0,0,0,0,0,1,0,0,0,0,1
Saurabh Nandal,7,Bengaluru Bulls,0,4,0,1,1,34,0,0,5,2,40
Selvamani K,2,Dabang Delhi K.C.,1,0,1,14,9,0,0,1,0,0,14
Selvamani K,3,Dabang Delhi K.C.,25,0,4,38,29,1,1,1,0,0,39
Selvamani K,4,Dabang Delhi K.C.,27,0,3,45,34,0,0,0,0,0,45
Selvamani K,5,Jaipur Pink Panthers,0,0,1,4,3,0,0,0,0,0,4
Selvamani K,6,Jaipur Pink Panthers,9,0,2,38,27,3,1,3,0,0,41
Selvamani K,7,Haryana Steelers,0,0,2,10,6,2,0,1,0,0,12
Seong Ryeol Kim,1,Bengal Warriors,0,0,0,0,0,5,0,0,0,1,5
Seong Ryeol Kim,2,Bengal Warriors,0,0,0,0,0,3,0,0,1,1,4
Seong Ryeol Kim,3,Dabang Delhi K.C.,2,0,0,3,2,2,0,0,0,0,5
Shabeer Bappu,1,U Mumba,11,0,6,66,51,1,3,2,0,0,67
Shabeer Bappu,2,U Mumba,22,0,4,46,36,1,1,2,0,0,47
Shabeer Bappu,3,U Mumba,4,0,1,13,11,0,0,0,0,0,13
Shabeer Bappu,4,Jaipur Pink Panthers,2,1,2,24,18,6,0,0,5,0,35
Shabeer Bappu,5,U Mumba,9,0,2,35,30,2,1,0,1,0,38
Shabeer Bappu,6,Dabang Delhi K.C.,0,0,1,7,6,0,0,0,0,0,7
Shabeer Bappu,7,Tamil Thalaivas,5,0,1,21,16,4,0,0,0,0,25
Shashank Wankhede,5,Bengal Warriors,0,0,0,0,0,2,0,0,0,0,2
Shrikant Jadhav,3,Bengal Warriors,2,0,2,10,9,0,0,0,0,0,10
Shrikant Jadhav,4,Bengal Warriors,0,0,1,7,6,0,0,0,0,0,7
Shrikant Jadhav,5,U Mumba,22,0,4,86,70,10,2,2,2,0,98
Shrikant Jadhav,6,U.P. Yoddha,43,0,5,141,108,4,5,4,1,0,146
Shrikant Jadhav,7,U.P. Yoddha,17,0,5,78,59,3,2,0,0,0,81
Shrikant Tewthia,1,Dabang Delhi K.C.,3,0,2,41,37,8,1,0,1,0,50
Shrikant Tewthia,2,Dabang Delhi K.C.,3,0,1,10,9,8,0,0,1,1,19
Shrikant Tewthia,3,Bengaluru Bulls,0,1,2,20,16,12,0,1,1,1,33
Shrikant Tewthia,4,Jaipur Pink Panthers,0,0,0,0,0,1,0,0,1,0,2
Shrikant Tewthia,5,Bengal Warriors,0,1,0,4,2,31,0,1,5,1,40
Shrikant Tewthia,6,Bengal Warriors,0,0,0,3,2,10,0,0,0,1,13
Shubham Ashok Palkar,5,Dabang Delhi K.C.,2,0,0,7,6,0,0,0,0,0,7
Shubham Ashok Palkar,6,Gujarat Fortunegiants,2,0,0,2,2,0,0,0,0,0,2
Shubham Shinde,6,Puneri Paltan,0,0,0,0,0,9,0,0,3,1,12
Shubham Shinde,7,Puneri Paltan,0,0,0,1,1,15,0,0,2,1,18
Shyam Kumar Sah,1,Bengal Warriors,1,0,1,10,7,17,0,0,1,1,28
Shyam Kumar Sah,2,Bengal Warriors,0,1,0,0,0,13,0,0,0,1,13
Shyam Kumar Sah,3,Bengal Warriors,0,0,1,7,4,4,0,1,1,0,12
Siddharth Sirish Desai,6,U Mumba,41,0,10,218,169,3,12,10,0,0,221
Siddharth Sirish Desai,7,Telugu Titans,14,0,8,113,98,3,3,2,0,0,116
Sidharth,5,Jaipur Pink Panthers,0,1,0,4,3,24,0,0,3,1,31
Simon Kibura,1,Puneri Paltan,1,0,3,6,5,2,0,0,0,0,8
Simon Kibura,2,Puneri Paltan,0,0,0,1,1,0,0,0,0,0,1
Simon Kibura,3,Puneri Paltan,1,0,1,2,2,0,0,0,0,0,2
Sinotharan Kanesharajah,1,Bengaluru Bulls,0,0,0,4,2,1,0,1,0,0,5
Sinotharan Kanesharajah,2,Bengaluru Bulls,1,0,0,1,0,0,0,0,0,0,1
Sombir,5,Telugu Titans,0,2,0,0,0,33,0,0,6,2,39
Sombir,6,Telugu Titans,0,0,0,0,0,1,0,0,0,0,1
Somvir,3,Bengaluru Bulls,0,0,0,1,0,20,0,0,1,1,22
Somvir Shekhar,1,Patna Pirates,0,0,0,0,0,0,0,0,0,0,0
Somvir Shekhar,2,Bengaluru Bulls,0,4,0,1,1,32,0,0,2,2,35
Somvir Shekhar,3,Puneri Paltan,0,0,0,0,0,0,0,0,0,0,0
Somvir Shekhar,4,Puneri Paltan,0,0,0,0,0,21,0,0,1,1,22
Somvir Shekhar,5,Jaipur Pink Panthers,0,0,0,0,0,29,0,0,1,1,30
Sonu Jaglan,7,Gujarat Fortunegiants,4,0,2,28,21,3,0,3,1,0,32
Sonu Narwal,2,Jaipur Pink Panthers,12,0,4,51,42,0,1,1,0,0,51
Sonu Narwal,3,Jaipur Pink Panthers,8,0,5,55,49,0,0,2,0,0,55
Sonu Narwal,4,Puneri Paltan,2,0,2,32,25,0,0,0,0,0,32
Sudhanshu Tyagi,6,Haryana Steelers,0,0,0,0,0,4,0,0,0,0,4
Sukesh Hegde,1,Telugu Titans,15,0,5,79,60,4,0,3,0,0,83
Sukesh Hegde,2,Telugu Titans,26,0,4,62,44,2,0,5,0,0,64
Sukesh Hegde,3,Telugu Titans,11,0,4,61,49,2,0,0,1,0,64
Sukesh Hegde,4,Telugu Titans,5,0,0,7,5,0,0,0,0,0,7
Sukesh Hegde,5,Gujarat Fortunegiants,17,0,4,75,58,2,1,2,0,0,77
Sukesh Hegde,6,Tamil Thalaivas,14,0,4,68,51,2,0,3,1,0,71
Sukesh Hegde,7,Bengal Warriors,10,0,2,28,19,1,0,2,0,0,29
Sumit,7,U.P. Yoddha,0,4,0,2,1,48,0,0,0,3,50
Sumit Malik,7,Gujarat Fortunegiants,0,0,0,0,0,14,0,0,1,1,15
Sumit Singh,4,Bengaluru Bulls,2,0,1,7,5,1,0,0,1,0,9
Sumit Singh,6,Bengaluru Bulls,3,0,1,11,7,4,0,0,0,0,15
Sumit Singh,7,Bengaluru Bulls,7,0,2,27,20,2,0,0,1,0,30
Sunil,2,Patna Pirates,0,1,0,2,1,19,0,0,3,2,24
Sunil,3,Patna Pirates,1,1,0,1,1,28,0,0,1,1,30
Sunil,4,U Mumba,0,0,0,1,0,15,0,0,1,1,17
Sunil,5,Dabang Delhi K.C.,0,0,0,0,0,24,0,0,1,1,25
Sunil,6,Haryana Steelers,0,2,0,0,0,12,0,0,1,1,13
Sunil,7,Haryana Steelers,0,3,0,0,0,35,0,0,0,2,35
Sunil Hanumanthappa,1,Bengaluru Bulls,0,0,0,2,1,2,0,0,0,0,4
Sunil Jaipal,1,Bengal Warriors,3,1,2,33,22,13,0,2,4,1,50
Sunil Jaipal,2,Bengal Warriors,8,0,3,34,24,4,0,2,2,0,40
Sunil Jaipal,3,Patna Pirates,0,0,2,4,4,0,0,0,0,0,4
Sunil Jaipal,5,Bengaluru Bulls,2,0,1,16,13,12,0,0,3,1,31
Sunil Kumar,4,Patna Pirates,0,0,0,1,1,0,0,0,0,0,1
Sunil Kumar,5,Gujarat Fortunegiants,0,3,0,1,1,55,0,0,2,2,58
Sunil Kumar,6,Gujarat Fortunegiants,0,3,0,0,0,72,0,0,4,3,76
Sunil Kumar,7,Gujarat Fortunegiants,1,4,0,1,1,35,0,0,6,2,42
Sunil Siddhgavali,5,Jaipur Pink Panthers,0,1,0,0,0,15,0,0,1,1,16
Sunil Siddhgavali,6,Jaipur Pink Panthers,2,4,0,5,4,30,0,0,3,2,38
Sunil Siddhgavali,7,Jaipur Pink Panthers,0,0,0,0,0,6,0,0,3,0,9
Sunil Subhash Lande,1,Puneri Paltan,0,0,0,0,0,1,0,0,0,0,1
Sunny,4,Patna Pirates,1,0,0,1,0,0,0,0,0,0,1
Suraj Desai,7,Telugu Titans,3,0,4,43,35,1,1,1,0,0,44
Surender Gill,7,U.P. Yoddha,16,0,2,31,24,5,0,0,1,0,37
Surender Nada,1,U Mumba,1,5,1,10,8,47,0,0,4,3,61
Surender Nada,2,U Mumba,1,4,0,3,2,39,0,0,2,2,44
Surender Nada,3,U Mumba,0,0,0,1,0,13,0,0,0,1,14
Surender Nada,4,Bengaluru Bulls,0,1,0,4,3,29,0,0,4,2,37
Surender Nada,5,Haryana Steelers,0,9,0,3,2,74,0,0,6,3,83
Surender Singh,2,Puneri Paltan,1,0,2,5,4,3,0,0,0,1,8
Surender Singh,3,Puneri Paltan,12,0,3,44,34,1,0,2,0,0,45
Surender Singh,4,U Mumba,4,0,0,9,7,2,0,0,0,0,11
Surender Singh,5,U.P. Yoddha,19,3,4,68,47,2,2,2,0,0,58
Surender Singh,6,U Mumba,0,2,0,0,0,59,0,0,3,2,62
Surender Singh,7,U.P. Yoddha,5,0,2,10,5,1,0,0,0,0,11
Suresh Kumar,5,Puneri Paltan,9,0,2,22,12,0,0,0,0,0,22
Suresu Kumar,1,U Mumba,1,0,2,6,6,0,0,0,0,0,6
Suresu Kumar,2,U Mumba,1,0,1,1,1,1,0,0,0,0,2
Suresu Kumar,3,U Mumba,1,0,0,2,2,0,0,0,0,0,2
Suresu Kumar,4,U Mumba,12,0,1,20,15,3,0,0,0,0,23
Suresu Kumar,5,Dabang Delhi K.C.,0,0,0,2,2,0,0,0,0,0,2
Surinder Singh,7,U Mumba,0,1,0,4,1,31,0,1,1,2,36
Surjeet Narwal,1,Dabang Delhi K.C.,8,0,8,113,98,5,6,2,2,0,120
Surjeet Narwal,3,Bengaluru Bulls,2,0,3,40,29,3,1,2,0,0,43
Surjeet Narwal,4,Bengal Warriors,2,0,1,7,6,4,0,0,0,0,11
Sushant Sail,7,Puneri Paltan,1,0,1,8,5,0,0,0,0,0,8
Sushil Gulia,7,Jaipur Pink Panthers,3,0,2,12,8,0,0,1,0,0,12
Sushil Vijay Bhosle,3,Dabang Delhi K.C.,0,0,0,0,0,2,0,0,0,1,2
Swapnil Dilip Shinde,1,Puneri Paltan,0,0,0,0,0,8,0,0,0,1,8
Swapnil Dilip Shinde,5,Dabang Delhi K.C.,0,0,0,0,0,13,0,0,0,1,13
T. Prasad,2,Telugu Titans,0,0,0,0,0,4,0,0,0,0,4
T. Prasad,3,Telugu Titans,0,0,0,0,0,1,0,0,0,0,1
Tae Deok Eom,1,Patna Pirates,1,0,0,2,1,1,0,0,1,0,4
Tae Deok Eom,2,Patna Pirates,4,0,1,11,8,5,0,0,0,0,16
Tae Deok Eom,3,Patna Pirates,0,0,0,1,1,0,0,0,0,0,1
Tae Deok Eom,6,Patna Pirates,0,0,0,0,0,1,0,0,0,0,1
Takamitsu Kono,1,Dabang Delhi K.C.,0,0,0,1,1,1,0,0,0,0,2
Tapas Pal,5,Dabang Delhi K.C.,0,0,0,0,0,9,0,0,0,1,9
Tapas Pal,6,Dabang Delhi K.C.,0,0,0,0,0,1,0,0,0,0,1
Tushar Balaram Bhoir,5,Dabang Delhi K.C.,0,0,0,0,0,2,0,0,1,0,3
Tushar Patil,2,Puneri Paltan,6,0,2,15,15,0,0,0,0,0,15
Tushar Patil,3,Puneri Paltan,14,0,1,22,16,0,0,2,0,0,22
Tushar Patil,4,Jaipur Pink Panthers,6,0,1,14,11,1,0,0,0,0,15
Tushar Patil,5,Jaipur Pink Panthers,13,0,3,64,49,3,0,3,0,0,67
Tushar Patil,6,Patna Pirates,4,0,2,20,13,0,0,0,0,0,20
Umesh Mhatre,3,Bengal Warriors,6,0,2,14,11,4,0,0,1,0,19
Umesh Mhatre,4,Dabang Delhi K.C.,1,0,2,4,4,3,0,0,1,2,8
Umesh Mhatre,5,Puneri Paltan,1,0,0,1,1,0,0,0,0,0,1
V. Ajith Kumar,7,Tamil Thalaivas,6,0,5,58,49,0,2,1,0,0,58
Varinder Singh,2,Patna Pirates,0,0,0,0,0,5,0,0,0,0,5
Victor Onyango Obiero,6,Tamil Thalaivas,0,0,2,6,4,0,0,0,0,0,6
Victor Onyango Obiero,7,Tamil Thalaivas,0,0,0,1,0,0,0,0,0,0,1
Vijay,5,Patna Pirates,6,1,1,27,18,34,0,1,3,1,64
Vijay,6,Patna Pirates,3,0,3,60,50,12,0,0,1,0,73
Vijay,7,Dabang Delhi K.C.,0,0,1,14,11,8,0,1,0,0,22
Vijay Kumar,5,Tamil Thalaivas,0,0,0,1,0,3,0,0,2,0,6
Vijay Kumar,6,Patna Pirates,2,0,0,2,1,1,0,0,0,0,3
Vijay Kumar,7,Bengaluru Bulls,0,0,0,0,0,4,0,0,1,0,5
Vijay Malik,2,Patna Pirates,3,0,0,5,4,0,0,0,0,0,5
Vijendar Singh,1,Telugu Titans,0,2,0,0,0,19,0,0,1,2,20
Vijender Singh,2,Puneri Paltan,0,0,0,1,0,9,0,0,1,1,11
Vijin Thangadurai,2,Bengal Warriors,0,0,0,0,0,11,0,0,2,1,13
Vijin Thangadurai,3,Bengal Warriors,0,0,0,0,0,2,0,0,0,0,2
Vijin Thangadurai,4,Patna Pirates,0,0,0,0,0,2,0,0,0,0,2
Vijin Thangadurai,5,Tamil Thalaivas,0,0,0,0,0,3,0,0,1,0,4
Vijin Thangadurai,6,Bengal Warriors,0,0,0,0,0,8,0,0,2,0,10
Vikas Chhillar,7,Haryana Steelers,0,0,0,1,1,0,0,0,0,0,1
Vikas Jaglan,5,Patna Pirates,1,0,0,10,8,3,0,1,0,0,13
Vikas Jaglan,6,Patna Pirates,2,0,2,21,13,16,0,1,0,1,37
Vikas Jaglan,7,Patna Pirates,4,0,0,8,4,12,0,0,0,0,20
Vikas Kale,2,Bengal Warriors,0,1,0,0,0,6,0,0,3,1,9
Vikas Kale,3,Telugu Titans,0,0,0,0,0,12,0,0,0,1,12
Vikas Kale,6,Patna Pirates,0,1,0,0,0,36,0,0,3,1,39
Vikas Kale,7,Haryana Steelers,0,2,0,0,0,27,0,0,1,2,28
Vikas Kumar,5,Telugu Titans,9,0,2,30,26,4,0,0,1,0,35
Vikas Tomar,1,Puneri Paltan,0,0,0,0,0,4,0,0,1,0,5
Vikash,5,Haryana Steelers,0,0,0,0,0,5,0,0,2,1,5
Vikash Kandola,6,Haryana Steelers,20,0,7,172,136,5,6,5,0,0,177
Vikash Kandola,7,Haryana Steelers,23,0,9,103,81,4,6,5,0,0,107
Vikash Khandola,4,Dabang Delhi K.C.,3,0,0,3,3,0,0,0,0,0,3
Vikash Khandola,5,Haryana Steelers,16,0,6,58,44,0,0,1,0,0,58
Vikash Kumar,4,U Mumba,0,0,1,6,4,0,0,0,0,0,6
Vikram Kandola,6,Gujarat Fortunegiants,0,0,0,0,0,1,0,0,0,1,1
Vikrant,5,Telugu Titans,0,0,0,3,1,0,0,0,0,0,3
Vimal Raj V,6,Tamil Thalaivas,1,0,0,2,2,0,0,0,0,0,2
Vinay,7,Haryana Steelers,9,0,3,53,39,4,0,3,0,0,57
Vineet Sharma,2,Bengal Warriors,2,0,1,8,8,2,0,0,0,0,10
Vineet Sharma,3,Bengal Warriors,0,0,2,8,8,1,0,0,0,0,9
Vineet Sharma,5,Tamil Thalaivas,3,0,0,16,15,13,0,0,1,0,30
Vineet Sharma,7,Tamil Thalaivas,2,0,1,5,2,6,0,0,1,0,12
Vinod Kumar,3,Patna Pirates,0,0,0,0,0,16,0,0,0,1,16
Vinod Kumar,4,Bengaluru Bulls,8,1,2,19,16,1,0,0,0,0,20
Vinod Kumar,5,Bengal Warriors,13,0,1,33,20,2,0,2,5,0,2
Vinod Kumar,6,U Mumba,5,2,1,22,15,25,0,0,4,0,51
Vinod Kumar,7,Gujarat Fortunegiants,0,0,1,5,5,0,0,0,0,0,5
Vinoth Kumar,3,Bengaluru Bulls,10,0,2,16,13,0,0,0,0,0,16
Vinoth Kumar,4,Telugu Titans,2,0,2,8,7,0,0,0,0,0,8
Vinoth Kumar,5,Telugu Titans,2,0,1,6,5,0,0,0,0,0,6
Vinoth Paulyas,3,U Mumba,2,0,0,2,2,0,0,0,0,0,2
Viraj Vishnu Landge,5,Dabang Delhi K.C.,0,0,0,0,0,16,0,0,0,0,16
Viraj Vishnu Landge,6,Dabang Delhi K.C.,0,0,0,0,0,6,0,0,0,0,6
Viraj Vishnu Landge,7,Bengal Warriors,0,0,0,0,0,6,0,0,0,0,6
Virender Wazir Singh,3,Telugu Titans,2,0,1,6,4,1,0,0,0,0,7
Virender Wazir Singh,5,Bengal Warriors,5,0,2,8,3,0,0,1,0,0,8
Vishal,5,Dabang Delhi K.C.,1,1,0,2,1,6,0,0,3,1,11
Vishal,6,Dabang Delhi K.C.,1,0,0,1,1,7,0,0,2,1,10
Vishal,7,Jaipur Pink Panthers,0,0,0,0,0,21,0,0,3,2,24
Vishal Bhardwaj,4,Telugu Titans,0,0,0,1,1,6,0,0,0,3,7
Vishal Bhardwaj,5,Telugu Titans,0,5,0,0,0,68,0,0,3,3,71
Vishal Bhardwaj,6,Telugu Titans,0,5,0,0,0,51,0,0,9,3,60
Vishal Bhardwaj,7,Telugu Titans,0,5,0,0,0,44,0,0,9,3,53
Vishal Mane,1,U Mumba,0,1,0,0,0,19,0,0,1,1,20
Vishal Mane,2,U Mumba,0,1,0,0,0,26,0,0,0,1,26
Vishal Mane,3,U Mumba,0,0,0,0,0,16,0,0,0,1,16
Vishal Mane,4,Bengal Warriors,0,2,0,0,0,28,0,0,3,2,31
