Player Name,Season,Team,do_or_die,high_5s,raid_points,raidpoints,successful_raids,successful_tackles,super_10s,super_raids,super_takels,tackle_points,total_points
Jeeva Kumar,5,U.P. Yoddha,0,1,0,0,0,37,0,0,7,2,44
Jeeva Kumar,6,U.P. Yoddha,0,1,0,0,0,36,0,0,4,2,40
Jeeva Kumar,7,Bengal Warriors,0,0,0,0,0,25,0,0,1,1,26
Jishnu,2,Telugu Titans,0,0,0,0,0,1,0,0,0,0,1
Jitesh Joshi,1,Puneri Paltan,10,2,2,40,31,11,0,0,2,0,53
Jitesh Joshi,2,Puneri Paltan,5,0,2,13,12,3,0,0,0,0,16
Joginder Singh Narwal,2,Bengaluru Bulls,0,0,0,0,0,30,0,0,0,2,30
Joginder Singh Narwal,4,Puneri Paltan,1,0,0,4,3,32,0,0,2,2,38
Joginder Singh Narwal,5,U Mumba,0,0,0,0,0,9,0,0,0,1,9
Joginder Singh Narwal,6,Dabang Delhi K.C.,0,1,0,0,0,47,0,0,4,2,51
Joginder Singh Narwal,7,Dabang Delhi K.C.,0,1,0,0,0,33,0,0,4,2,37
K. Prapanjan,2,U Mumba,2,0,1,5,3,2,0,0,0,0,7
K. Prapanjan,3,U Mumba,1,0,0,2,1,0,0,0,0,0,2
K. Prapanjan,4,Telugu Titans,9,0,1,12,10,0,0,0,0,0,12
K. Prapanjan,5,Tamil Thalaivas,34,0,5,123,104,1,3,2,0,0,124
K. Prapanjan,6,Gujarat Fortunegiants,23,0,5,122,95,1,4,1,0,0,123
K. Prapanjan,7,Bengal Warriors,10,0,5,87,64,2,3,3,0,0,89
Kalimuthu Balamahendran,1,Puneri Paltan,0,0,1,12,8,14,0,1,6,1,32
Kalimuthu Balamahendran,2,Puneri Paltan,5,0,3,6,2,5,0,1,0,0,11
Kamal Kishor Jat,5,Jaipur Pink Panthers,0,0,0,0,0,0,0,0,0,0,0
Kamal Singh,6,Telugu Titans,3,0,2,13,7,1,0,0,1,0,15
Kamal Singh,7,Telugu Titans,0,0,0,0,0,2,0,0,0,0,2
Kashiling Adake,1,"Bengaluru Bulls, Dabang Delhi K.C.",18,0,8,113,92,8,5,3,1,0,122
Kashiling Adake,2,Dabang Delhi K.C.,20,0,8,114,87,3,3,7,0,0,117
Kashiling Adake,3,Dabang Delhi K.C.,9,0,6,75,55,3,1,3,0,0,78
Kashiling Adake,4,"Bengaluru Bulls, Dabang Delhi K.C.",17,0,6,78,58,8,2,0,3,0,89
Kashiling Adake,5,"Bengaluru Bulls, U Mumba",27,0,5,114,81,7,3,4,1,0,122
Kashiling Adake,6,Bengaluru Bulls,12,0,3,67,51,15,1,3,2,0,84
Kazuhiro Takano,2,Jaipur Pink Panthers,0,0,0,1,1,0,0,0,0,0,1
Kedar Lal,2,Bengal Warriors,9,0,1,12,7,1,0,1,0,0,13
Kiran A,1,Telugu Titans,0,0,0,0,0,0,0,0,0,0,0
Krushna Madane,6,Telugu Titans,0,0,0,1,1,11,0,0,0,1,12
Krushna Madane,7,Telugu Titans,0,0,0,0,0,3,0,0,0,0,3
Kuldeep,5,Bengal Warriors,0,0,0,0,0,2,0,0,0,0,2
Kuldeep Singh,1,"Bengaluru Bulls, Patna Pirates",0,0,0,0,0,4,0,0,1,1,5
Kuldeep Singh,2,Jaipur Pink Panthers,6,2,2,28,20,30,0,1,4,2,62
Kuldeep Singh,3,Jaipur Pink Panthers,1,1,0,7,5,3,0,0,3,1,3
Kuldeep Singh,4,Patna Pirates,0,2,0,8,7,29,0,0,5,2,42
Kuldeep Singh,5,Bengaluru Bulls,0,1,1,1,7,6,0,1,1,1,8
Kuldeep Singh,6,Haryana Steelers,0,2,0,0,0,8,0,0,2,1,10
Kuldeep Singh,7,Haryana Steelers,0,0,0,0,0,6,0,0,0,0,6
Lalit Chaudhary,6,Gujarat Fortunegiants,0,0,1,3,1,3,0,0,1,0,7
Lalit Chaudhary,7,Gujarat Fortunegiants,0,0,0,2,1,0,0,0,0,0,2
Lokesh Kaushik,6,Jaipur Pink Panthers,0,0,0,2,2,2,0,0,0,0,4
M. Abishek,7,Tamil Thalaivas,0,0,0,0,0,1,0,0,0,0,1
M. Thivakaran,5,Tamil Thalaivas,8,0,1,14,11,2,0,0,0,0,16
Mahender Singh,5,Bengaluru Bulls,0,3,0,1,1,52,0,0,5,2,58
Mahender Singh,6,Bengaluru Bulls,0,6,0,0,0,62,0,0,1,2,63
Mahender Singh,7,Bengaluru Bulls,0,3,0,0,0,37,0,0,7,3,44
Mahendra Ganesh Rajput,1,Bengal Warriors,2,0,2,21,17,0,0,0,0,0,21
Mahendra Ganesh Rajput,2,Bengal Warriors,18,0,4,55,37,1,2,3,0,0,56
Mahendra Ganesh Rajput,3,Bengal Warriors,12,0,2,19,17,5,0,0,2,0,26
Mahendra Ganesh Rajput,4,Bengal Warriors,0,0,0,0,0,0,0,0,0,0,0
Mahendra Ganesh Rajput,5,Gujarat Fortunegiants,15,0,3,57,43,5,0,3,0,0,62
Mahendra Ganesh Rajput,6,Gujarat Fortunegiants,0,0,2,28,18,2,0,3,0,0,30
Mahesh Goud,1,Bengal Warriors,5,0,3,51,40,8,0,1,0,0,59
Mahesh Goud,2,Bengal Warriors,2,0,3,3,3,0,0,0,0,0,3
Mahesh Goud,3,Bengal Warriors,12,0,2,33,30,1,0,0,0,0,34
Mahesh Goud,4,Patna Pirates,1,0,0,5,4,0,0,0,0,0,5
Mahesh Goud,5,U.P. Yoddha,8,0,1,35,30,4,0,0,3,0,42
Mahesh Goud,6,Bengal Warriors,11,0,3,38,26,8,0,3,0,0,46
Mahesh Maruti Magdum,6,Bengaluru Bulls,2,0,2,7,5,0,0,0,0,0,7
Mahipal Narwal,1,Puneri Paltan,5,0,4,24,16,7,1,2,0,1,31
Mahipal Narwal,2,Puneri Paltan,4,0,1,15,13,6,0,0,0,0,21
Mahipal Narwal,3,Patna Pirates,1,0,1,5,3,8,0,0,0,2,13
Mahipal Narwal,4,Jaipur Pink Panthers,4,0,1,13,8,7,0,0,2,0,22
Mandeep Kumar,1,Patna Pirates,0,0,1,5,2,0,0,1,0,0,5
Mangesh Bhagat,1,Puneri Paltan,6,0,3,27,19,1,0,0,0,0,28
Maninder Singh,1,Jaipur Pink Panthers,22,0,8,130,103,6,5,3,1,0,137
Maninder Singh,5,Bengal Warriors,22,0,9,190,154,2,9,6,0,0,192
Maninder Singh,6,Bengal Warriors,34,0,9,206,158,0,9,6,0,0,206
Maninder Singh,7,Bengal Warriors,19,0,8,138,118,0,6,4,0,0,138
Manish,5,Patna Pirates,0,0,0,0,0,17,0,0,5,0,22
Manish,6,Patna Pirates,0,0,0,0,0,13,0,0,2,0,15
Manjeet,6,Patna Pirates,17,0,3,87,76,14,2,3,1,0,102
Manjeet,7,Puneri Paltan,16,0,4,69,56,22,1,2,1,1,92
Manjeet Chhillar,1,Bengaluru Bulls,7,3,4,71,53,51,2,2,0,3,122
Manjeet Chhillar,2,Bengaluru Bulls,4,3,4,67,60,39,0,0,1,2,107
Manjeet Chhillar,3,Puneri Paltan,6,5,3,45,37,56,0,2,5,4,106
Manjeet Chhillar,4,Puneri Paltan,2,5,2,24,20,43,0,0,1,3,68
Manjeet Chhillar,5,Jaipur Pink Panthers,0,3,0,5,4,46,0,0,1,3,52
Manjeet Chhillar,6,Tamil Thalaivas,0,2,0,8,5,54,0,0,5,3,67
Manjeet Chhillar,7,Tamil Thalaivas,0,2,0,3,0,33,0,0,2,2,38
Manoj Dhull,2,Puneri Paltan,0,0,0,0,0,13,0,0,0,1,13
Manoj Dhull,4,U Mumba,0,0,0,0,0,1,0,0,0,0,1
Manoj Dhull,5,Jaipur Pink Panthers,0,0,0,0,0,6,0,0,0,0,6
Manoj Dhull,6,Bengal Warriors,0,0,0,0,0,3,0,0,1,0,4
Manoj Kumar,1,Puneri Paltan,0,0,1,22,14,17,0,2,3,1,42
Manoj Kumar,2,Puneri Paltan,0,1,0,3,2,13,0,0,4,1,20
Manoj Kumar,3,Telugu Titans,0,1,0,0,0,13,0,0,4,1,17
Manoj Kumar,4,Bengaluru Bulls,0,0,0,0,0,4,0,0,0,0,4
Manoj Kumar,5,Gujarat Fortunegiants,0,0,0,0,0,1,0,0,0,0,1
Manpreet Singh,3,Patna Pirates,4,0,1,24,20,5,0,0,0,0,29
Mayur Shivtarkar,5,Haryana Steelers,5,0,1,5,5,1,0,0,0,0,6
Mayur Shivtarkar,6,Haryana Steelers,0,0,0,4,1,19,0,0,0,1,23
Mayur Shivtarkar,7,Bengal Warriors,0,0,0,0,0,4,0,0,0,0,4
Md. Aruduzzaman Munshi,1,U Mumba,0,0,0,2,2,0,0,0,0,0,2
Md. Masud Karim,6,U.P. Yoddha,1,0,0,3,2,0,0,0,0,0,3
Meraj Sheykh,2,Telugu Titans,2,0,2,29,18,9,1,3,0,0,38
Meraj Sheykh,3,Telugu Titans,11,0,1,27,20,18,0,0,3,1,48
Meraj Sheykh,4,Dabang Delhi K.C.,22,0,4,63,42,9,0,0,3,0,75
Meraj Sheykh,5,Dabang Delhi K.C.,31,0,4,96,76,8,2,3,0,0,104
Meraj Sheykh,6,Dabang Delhi K.C.,25,0,4,94,71,3,2,6,0,0,97
Meraj Sheykh,7,Dabang Delhi K.C.,4,0,2,29,21,1,1,1,0,0,30
Mithin Kumar,6,Bengal Warriors,2,0,1,3,2,0,0,0,0,0,3
Mohammad Esmaeil Maghsoudlou Mahalli,7,Patna Pirates,6,0,2,28,23,5,0,0,2,0,35
Mohammad Esmaeil Nabibakhsh,7,Bengal Warriors,7,1,3,62,48,22,1,3,2,1,86
Mohammad Maghshoudulu,2,Jaipur Pink Panthers,0,0,0,1,1,0,0,0,0,0,1
Mohammad Maghshoudulu,3,Jaipur Pink Panthers,9,0,1,13,8,1,0,0,0,0,14
Mohammad Taghi Paein Mahali,7,Bengal Warriors,0,0,0,0,0,1,0,0,0,0,1
Mohan Raman G,5,U Mumba,1,0,2,8,4,0,0,0,0,0,8
Mohit Chhillar,1,U Mumba,0,2,0,1,1,30,0,0,5,2,36
Mohit Chhillar,2,U Mumba,0,3,0,0,0,39,0,0,3,3,42
Mohit Chhillar,3,U Mumba,0,6,0,0,0,44,0,0,2,3,46
Mohit Chhillar,4,Bengaluru Bulls,0,4,0,3,1,44,0,0,3,3,50
Mohit Chhillar,5,Haryana Steelers,0,2,0,3,1,35,0,0,4,1,42
Mohit Chhillar,6,Jaipur Pink Panthers,0,0,0,0,0,28,0,0,3,2,31
Mohit Chhillar,7,Tamil Thalaivas,0,1,0,0,0,30,0,0,2,2,32
Mohit Sehrawat,7,Bengaluru Bulls,3,1,0,5,4,9,0,0,2,1,16
Mohsen Maghsoudloujafari,5,Telugu Titans,21,0,2,41,26,5,1,2,1,0,47
Mohsen Maghsoudloujafari,6,Telugu Titans,4,0,1,29,25,25,0,0,2,1,56
Mohsen Maghsoudloujafari,7,U.P. Yoddha,2,0,0,4,3,2,0,0,1,0,7
Monu,5,Puneri Paltan,6,1,1,19,15,29,0,1,1,1,49
Monu,6,Puneri Paltan,14,0,3,45,38,10,0,1,2,0,57
Monu,7,Patna Pirates,2,0,0,9,8,16,0,0,7,1,32
Monu Goyat,4,Bengal Warriors,18,0,4,59,52,3,0,0,1,0,63
Monu Goyat,5,Patna Pirates,45,0,7,191,159,10,9,4,1,0,202
Monu Goyat,6,Haryana Steelers,5,0,8,160,128,4,10,3,0,0,164
Monu Goyat,7,U.P. Yoddha,5,0,4,43,38,2,1,0,1,0,46
More GB,5,Puneri Paltan,8,0,2,14,13,2,0,0,0,0,16
More GB,6,Puneri Paltan,15,0,3,79,60,10,2,1,2,0,91
More GB,7,Gujarat Fortunegiants,10,0,2,33,27,16,0,0,1,1,50
Munish,5,Telugu Titans,0,0,0,1,0,0,0,0,0,0,1
Muruthu M,5,Tamil Thalaivas,0,0,0,0,0,3,0,0,0,1,3
N. Renjith,5,U Mumba,0,0,0,0,0,10,0,0,2,1,12
N. Shiva Ramakrishna,6,Jaipur Pink Panthers,0,0,0,0,0,1,0,0,1,0,2
Narender,6,U.P. Yoddha,0,2,0,0,0,37,0,0,5,1,42
Narender,7,U.P. Yoddha,0,0,0,0,0,0,0,0,0,0,0
Naveen,6,Haryana Steelers,18,0,4,88,71,12,1,4,2,0,102
Naveen,7,Haryana Steelers,10,0,4,51,39,2,1,1,0,0,53
Naveen Kumar,6,Dabang Delhi K.C.,26,0,7,172,144,4,8,3,1,0,177
Naveen Kumar,7,Dabang Delhi K.C.,22,0,12,174,147,1,13,1,0,0,175
Naveen Narwal,7,Bengal Warriors,0,0,0,0,0,1,0,0,0,0,1
Navjot Singh,3,Dabang Delhi K.C.,0,0,0,0,0,1,0,0,0,0,1
Navneet Gautam,1,Jaipur Pink Panthers,0,1,0,0,0,16,0,0,1,1,17
Navneet Gautam,2,Jaipur Pink Panthers,0,0,0,0,0,1,0,0,0,0,1
Navneet Gautam,3,Jaipur Pink Panthers,0,0,0,1,0,3,0,0,0,0,4
Navneet Gautam,5,Jaipur Pink Panthers,0,0,0,0,0,0,0,0,0,0,0
Neeraj Kumar,5,Haryana Steelers,0,0,0,0,0,12,0,0,1,0,13
Neeraj Kumar,7,Patna Pirates,0,2,0,0,0,33,0,0,2,2,35
Nilesh Salunke,3,Puneri Paltan,6,0,2,10,5,0,0,1,0,0,10
Nilesh Salunke,4,Telugu Titans,18,0,4,61,47,1,1,0,0,0,62
Nilesh Salunke,5,Telugu Titans,22,0,4,98,78,5,3,2,2,0,105
Nilesh Salunke,6,Telugu Titans,23,0,4,81,59,4,0,4,0,0,85
Nilesh Salunke,7,Jaipur Pink Panthers,7,0,1,25,18,2,0,0,0,0,27
Nilesh Shinde,1,Bengal Warriors,0,2,1,7,5,25,0,0,3,2,35
Nilesh Shinde,2,Bengal Warriors,1,1,0,3,1,21,0,0,6,2,30
Nilesh Shinde,3,Bengal Warriors,0,1,0,2,2,30,0,0,4,2,36
Nilesh Shinde,4,Bengal Warriors,0,0,0,2,1,26,0,0,0,2,28
Nilesh Shinde,5,Dabang Delhi K.C.,1,3,0,4,2,19,0,0,1,1,24
Nirbhay Narwal,3,Bengaluru Bulls,1,0,0,1,1,1,0,0,0,0,2
Nitesh Kumar,5,U.P. Yoddha,0,4,0,0,0,46,0,0,1,2,47
Nitesh Kumar,6,U.P. Yoddha,0,8,0,1,0,92,0,0,8,4,101
Nitesh Kumar,7,U.P. Yoddha,0,2,0,1,0,34,0,0,5,2,40
Nithesh B R,6,Bengaluru Bulls,0,0,0,0,0,1,0,0,0,0,1
Nitin Kumar,4,U Mumba,1,0,0,1,1,0,0,0,0,0,1
Nitin Madane,1,Bengal Warriors,8,0,8,101,78,4,5,3,2,0,107
Nitin Madane,4,Bengal Warriors,22,0,3,51,43,1,1,0,1,0,53
Nitin Madane,5,U Mumba,3,0,1,13,11,0,0,0,0,0,13
Nitin More,1,Puneri Paltan,0,1,0,0,0,12,0,0,0,1,12
Nitin More,2,Puneri Paltan,0,0,0,0,0,2,0,0,0,0,2
Nitin More,3,Bengal Warriors,0,0,0,0,0,5,0,0,0,0,5
Nitin Rawal,5,Jaipur Pink Panthers,21,0,3,65,49,19,2,4,1,0,85
Nitin Rawal,6,Jaipur Pink Panthers,6,0,3,25,19,5,0,1,1,0,31
Nitin Rawal,7,Jaipur Pink Panthers,8,1,2,32,23,11,0,1,3,1,46
Nitin Tomar,3,Bengal Warriors,5,0,7,77,68,3,2,1,1,0,81
Nitin Tomar,4,Puneri Paltan,11,0,2,33,30,1,0,0,0,0,34
Nitin Tomar,5,U.P. Yoddha,23,0,8,167,135,9,7,7,1,0,177
Nitin Tomar,6,Puneri Paltan,13,0,9,100,84,2,4,1,0,0,102
Nitin Tomar,7,Puneri Paltan,0,0,4,32,28,2,0,0,0,0,34
PO Surjeet Singh,3,Puneri Paltan,0,5,0,1,1,47,0,0,1,4,49
PO Surjeet Singh,4,U Mumba,0,2,0,0,0,33,0,0,4,2,37
PO Surjeet Singh,5,Bengal Warriors,0,9,0,3,3,72,0,0,4,3,79
PO Surjeet Singh,6,Bengal Warriors,0,4,0,3,2,52,0,0,2,2,57
PO Surjeet Singh,7,Puneri Paltan,0,3,0,2,1,29,0,0,5,2,36
Palle Mallikarjun,7,Telugu Titans,0,0,0,2,2,0,0,0,0,0,2
Pankaj,5,U.P. Yoddha,0,0,0,0,0,16,0,0,0,1,16
Pankaj,6,U.P. Yoddha,0,0,0,0,0,1,0,0,0,0,1
Pankaj,7,Gujarat Fortunegiants,0,1,0,0,0,9,0,0,0,3,9
Pankaj Mohite,7,Puneri Paltan,17,0,5,63,49,1,1,1,0,0,64
Pardeep Kandola,5,Bengaluru Bulls,0,0,0,0,0,0,0,0,0,0,0
Pardeep Narwal,2,Bengaluru Bulls,4,0,1,9,7,0,0,1,0,0,9
Pardeep Narwal,3,Patna Pirates,25,0,7,116,83,5,5,10,0,0,121
Pardeep Narwal,4,Patna Pirates,23,0,8,131,100,1,5,0,1,0,133
Pardeep Narwal,5,Patna Pirates,29,0,14,369,271,0,19,18,0,0,369
Pardeep Narwal,6,Patna Pirates,17,0,11,233,185,0,15,6,0,0,233
Pardeep Narwal,7,Patna Pirates,32,0,11,172,137,0,9,8,0,0,172
Parmod Narwal,1,Bengaluru Bulls,1,0,1,13,10,20,0,0,3,1,36
Parmod Narwal,3,Bengaluru Bulls,0,0,0,0,0,2,0,0,0,0,2
Parmod Narwal,4,Puneri Paltan,1,0,1,8,3,1,0,0,0,0,9
Parmod Narwal,5,Haryana Steelers,0,0,0,0,0,2,0,0,0,0,2
Parveen,6,Haryana Steelers,0,1,0,3,1,20,0,0,5,1,28
Parveen,7,Haryana Steelers,0,0,0,0,0,3,0,0,1,0,4
Parveen Kumar,1,Bengal Warriors,0,0,0,0,0,2,0,0,1,0,3
Parveen M. Jangra,2,Bengal Warriors,0,0,0,1,1,5,0,0,0,0,6
Parveen Narwal,4,Jaipur Pink Panthers,0,0,0,1,1,0,0,0,0,0,1
Parvesh,6,Puneri Paltan,1,0,1,7,5,4,0,0,1,0,12
Parvesh Attri,3,Bengaluru Bulls,1,0,0,1,1,0,0,0,0,0,1
Parvesh Bhainswal,4,Jaipur Pink Panthers,0,0,0,0,0,3,0,0,0,0,3
Parvesh Bhainswal,5,Gujarat Fortunegiants,0,2,0,0,0,44,0,0,4,2,48
Parvesh Bhainswal,6,Gujarat Fortunegiants,0,5,0,0,0,82,0,0,4,3,86
Parvesh Bhainswal,7,Gujarat Fortunegiants,0,2,0,0,0,29,0,0,2,2,31
Pavan T. R.,7,Jaipur Pink Panthers,0,0,0,0,0,9,0,0,2,1,11
Pawan Kumar Kadian,1,U Mumba,6,0,4,43,32,1,1,0,0,0,44
Pawan Kumar Kadian,2,U Mumba,6,0,1,16,9,0,0,1,0,0,16
Pawan Kumar Kadian,3,U Mumba,3,0,1,6,4,0,0,0,0,0,6
Pawan Kumar Kadian,4,Bengaluru Bulls,9,0,2,20,15,1,0,0,0,0,21
Pawan Kumar Kadian,5,Jaipur Pink Panthers,27,0,5,122,95,0,3,2,0,0,122
Pawan Kumar Kadian,6,Dabang Delhi K.C.,4,0,3,45,32,0,0,1,0,0,45
Pawan Kumar Kadian,7,Puneri Paltan,5,0,4,23,18,0,1,0,0,0,23
Pawan Kumar Sehrawat,3,Bengaluru Bulls,19,0,3,45,36,6,0,1,2,0,53
Pawan Kumar Sehrawat,4,Bengaluru Bulls,6,0,1,11,8,0,0,0,0,0,11
Pawan Kumar Sehrawat,5,"Bengaluru Bulls, Gujarat Fortunegiants",3,0,1,9,5,1,0,0,0,0,10
Pawan Kumar Sehrawat,6,Bengaluru Bulls,29,0,11,271,209,11,13,12,0,0,282
Pawan Kumar Sehrawat,7,Bengaluru Bulls,13,0,12,206,159,9,10,5,1,0,216
Ponparthiban Subramanian,6,Tamil Thalaivas,0,1,0,0,0,16,0,0,1,1,17
Ponparthiban Subramanian,7,Tamil Thalaivas,0,0,0,0,0,1,0,0,0,0,1
Pradeep Kumar,2,U Mumba,5,0,4,24,19,1,1,2,1,0,26
Prashant Chavan,1,Jaipur Pink Panthers,0,2,0,1,1,28,0,0,4,2,33
Prashant Chavan,2,Jaipur Pink Panthers,0,0,0,0,0,9,0,0,2,1,11
Prashant Chavan,3,Puneri Paltan,0,0,0,0,0,3,0,0,0,0,3
Prashant Chavan,4,Dabang Delhi K.C.,0,0,0,0,0,10,0,0,0,1,10
Prashanth Kumar Rai,1,Telugu Titans,0,0,0,5,5,0,0,0,0,0,5
Prashanth Kumar Rai,2,Telugu Titans,14,0,3,54,42,3,1,1,1,0,58
Prashanth Kumar Rai,3,Telugu Titans,1,0,1,12,8,0,0,0,0,0,12
Prashanth Kumar Rai,4,Dabang Delhi K.C.,9,0,2,19,12,0,1,0,0,0,19
Prashanth Kumar Rai,5,Haryana Steelers,13,0,4,78,62,1,3,3,1,0,80
Prashanth Kumar Rai,6,U.P. Yoddha,23,0,7,144,112,2,5,2,1,0,147
Prashanth Kumar Rai,7,Haryana Steelers,5,0,4,37,28,0,1,0,0,0,37
Prateek,6,Haryana Steelers,0,0,0,3,1,2,0,0,0,0,5
Pravin Niwale,1,Puneri Paltan,5,0,3,20,12,1,1,3,0,0,21
Pravin Niwale,2,Puneri Paltan,9,0,5,41,30,1,0,2,0,0,42
Pravin Niwale,3,Dabang Delhi K.C.,0,0,0,1,1,0,0,0,0,0,1
Preetam Chhillar,1,Bengaluru Bulls,0,0,0,5,3,7,0,0,0,0,12
Preetam Chhillar,2,Bengaluru Bulls,0,0,0,2,2,8,0,0,0,0,10
Preetam Chhillar,3,Bengaluru Bulls,0,0,0,5,3,9,0,0,0,0,14
Preetam Chhillar,4,"Bengaluru Bulls, Puneri Paltan",0,0,0,0,0,2,0,0,0,0,2
Preetam Chhillar,5,Bengaluru Bulls,0,0,0,3,1,4,0,1,0,0,7
Punit Kumar Teotia,1,Dabang Delhi K.C.,0,0,0,3,2,2,0,0,0,0,5
Purna Singh,7,Patna Pirates,1,0,0,4,3,0,0,0,0,0,4
R. Sriram,5,Dabang Delhi K.C.,16,0,3,35,29,1,0,0,0,0,36
R. Sriram,7,Puneri Paltan,0,0,0,0,0,0,0,0,0,0,0
Rahul Chaudhari,1,Telugu Titans,8,0,10,151,122,9,8,2,1,0,161
Rahul Chaudhari,2,Telugu Titans,14,0,7,98,75,9,5,6,0,0,107
Rahul Chaudhari,3,Telugu Titans,9,0,6,87,77,10,4,1,2,0,99
Rahul Chaudhari,4,Telugu Titans,38,0,9,146,110,3,7,0,1,0,150
Rahul Chaudhari,5,Telugu Titans,28,0,8,184,159,9,8,5,0,0,193
Rahul Chaudhari,6,Telugu Titans,43,0,7,159,136,6,4,4,1,0,166
Rahul Chaudhari,7,Tamil Thalaivas,19,0,6,95,78,6,3,0,0,0,101
Rahul Choudhary,5,Jaipur Pink Panthers,1,0,1,5,4,1,0,0,0,0,6
Rahul Kumar,3,Telugu Titans,0,0,0,0,0,12,0,0,2,1,14
Rahul Kumar,4,Bengaluru Bulls,0,0,0,0,0,2,0,0,0,0,2
Rahul Kumar,5,Bengal Warriors,0,0,0,0,0,6,0,0,0,0,6
Rajaguru Subramanian,1,Telugu Titans,0,0,0,0,0,18,0,0,1,1,19
Rajaguru Subramanian,2,Telugu Titans,0,0,0,1,0,15,0,0,2,1,18
Rajaguru Subramanian,3,Dabang Delhi K.C.,0,0,0,0,0,6,0,0,0,0,6
Rajaguru Subramanian,6,U Mumba,0,0,0,0,0,10,0,0,0,1,10
Rajaguru Subramanian,7,U Mumba,0,0,0,0,0,2,0,0,0,0,2
Rajeev Kumar,2,Dabang Delhi K.C.,0,0,0,0,0,4,0,0,0,1,4
Rajesh Mondal,1,Bengaluru Bulls,11,0,2,39,32,4,0,2,1,0,44
Rajesh Mondal,2,Bengaluru Bulls,18,0,2,33,27,1,0,1,0,0,34
Rajesh Mondal,3,Patna Pirates,16,0,3,27,18,1,0,2,0,0,28
Rajesh Mondal,4,Patna Pirates,34,0,3,57,47,2,0,0,0,0,59
Rajesh Mondal,5,Puneri Paltan,40,0,3,90,75,1,1,1,0,0,91
Rajesh Mondal,6,Puneri Paltan,7,0,1,14,13,0,0,0,0,0,14
Rajesh Narwal,1,Jaipur Pink Panthers,14,2,4,72,59,25,0,3,1,1,98
Rajesh Narwal,2,Jaipur Pink Panthers,14,0,4,69,54,16,2,3,2,1,87
Rajesh Narwal,3,Jaipur Pink Panthers,14,1,4,59,47,18,1,2,3,1,80
Rajesh Narwal,4,Jaipur Pink Panthers,15,0,4,66,52,18,1,0,1,1,85
Rajesh Narwal,5,U.P. Yoddha,0,0,0,11,7,15,0,1,1,1,27
Rajesh Narwal,6,Dabang Delhi K.C.,0,0,0,7,5,13,0,0,0,0,20
Rajnish,6,Telugu Titans,1,0,2,9,8,0,0,0,0,0,9
Rajnish,7,Telugu Titans,7,0,2,17,13,1,0,0,0,0,18
Raju Lal Choudhary,1,"Bengaluru Bulls, Jaipur Pink Panthers",0,0,0,0,0,2,0,0,0,0,2
Raju Lal Choudhary,3,Jaipur Pink Panthers,0,0,0,0,0,1,0,0,0,0,1
Raju Lal Choudhary,6,Bengaluru Bulls,0,0,0,0,0,20,0,0,0,1,20
Rakesh Gowda,7,Telugu Titans,2,0,2,11,9,3,0,0,2,1,16
Rakesh Kumar,1,Patna Pirates,6,0,7,88,76,11,2,0,0,0,99
Rakesh Kumar,2,Patna Pirates,4,0,3,14,12,3,0,0,0,0,17
Rakesh Kumar,3,U Mumba,6,1,2,33,29,16,0,0,2,1,51
Rakesh Kumar,4,U Mumba,1,0,3,44,40,23,1,0,3,1,70
Rakesh Kumar,5,Telugu Titans,0,0,0,7,7,15,0,0,1,1,23
Rakesh Narwal,2,Bengaluru Bulls,9,0,2,21,14,0,0,2,0,0,21
Rakesh Narwal,5,Gujarat Fortunegiants,1,0,2,17,15,1,0,1,0,0,18
Rakesh Narwal,6,Bengal Warriors,0,0,1,9,5,1,0,1,0,0,10
Rakesh Narwal,7,Bengal Warriors,0,0,0,3,1,0,0,0,0,0,3
Rakesh Singh Kumar,1,Dabang Delhi K.C.,0,0,0,1,1,3,0,0,0,0,4
Rakesh Singh Kumar,2,Dabang Delhi K.C.,0,1,0,0,0,17,0,0,2,1,19
Rakesh Singh Kumar,3,Dabang Delhi K.C.,0,0,0,0,0,3,0,0,0,0,3
Rakesh Singh Kumar,5,Haryana Steelers,0,1,0,0,0,23,0,0,1,1,24
Rakshith,5,Telugu Titans,1,0,2,12,11,2,0,0,0,0,14
Rakshith,6,Telugu Titans,3,0,1,14,12,0,0,0,0,0,14
Ram Kumar Sah,1,Patna Pirates,0,2,0,3,3,14,0,0,1,1,18
Ran Singh,1,Jaipur Pink Panthers,2,1,1,11,5,23,0,1,2,2,36
Ran Singh,2,Jaipur Pink Panthers,5,1,1,13,10,27,0,0,4,2,44
Ran Singh,3,Jaipur Pink Panthers,8,0,1,20,15,21,0,2,0,1,41
Ran Singh,4,Jaipur Pink Panthers,0,0,1,5,4,27,0,0,1,1,33
Ran Singh,5,Bengal Warriors,0,2,1,12,10,49,0,0,3,2,64
Ran Singh,6,Bengal Warriors,6,0,1,29,23,41,0,1,1,1,71
Ran Singh,7,Tamil Thalaivas,0,0,0,6,3,22,0,0,1,1,29
Ravi Dalal,1,Patna Pirates,20,0,6,111,87,0,3,4,0,0,111
Ravi Dalal,2,Patna Pirates,8,0,4,44,38,3,0,1,0,0,47
Ravi Dalal,4,Bengal Warriors,7,0,2,13,8,0,0,0,0,0,13
Ravi Dalal,5,Dabang Delhi K.C.,1,0,1,5,3,3,0,0,0,0,8
Ravi Kumar,2,Puneri Paltan,0,3,0,0,0,33,0,0,4,2,37
Ravi Kumar,3,Puneri Paltan,0,0,0,0,0,8,0,0,1,0,9
